Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center
SHANGHAI BAO PHARM CO LTD,Information not readily available,"Shanghai, China",Engages in pharmaceutical development and manufacturing.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANGHAI BAOJI PHARM CO LTD,Information not readily available,"Shanghai, China",Specializes in pharmaceutical products and research.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANGHAI BAOTENG BIO-PHARM TECHNOLOGY CO,Information not readily available,"Shanghai, China",Focuses on bio-pharmaceutical technology and products.,Information not readily available,Biopharmaceuticals,No,Yes,No,No
SHANGHAI BAOTENG MEDICAL INSPECTION CO,Information not readily available,"Shanghai, China",Specializes in medical inspection and diagnostic services.,Information not readily available,Medical Inspection,No,Yes,No,No
SHANGHAI BIOGERM MEDICAL TECHNOLOGY CO,Information not readily available,"Shanghai, China",Focuses on medical technology and diagnostic solutions.,Information not readily available,Medical Technology,No,Yes,No,No
SHANGHAI BIYING MEDICAL TECHNOLOGY CO,Information not readily available,"Shanghai, China",Specializes in medical technology development.,Information not readily available,Medical Technology,No,Yes,No,No
SHANGHAI BOJIN MEDICAL INSTR CO LTD,Information not readily available,"Shanghai, China",Engages in the production of medical instruments.,Information not readily available,Medical Instruments,No,Yes,No,No
SHANGHAI BOWEI BIOLOGICAL TECHNOLOGY CO,Information not readily available,"Shanghai, China",Specializes in biological technology and innovations.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI CAERULUM PHARMA DISCOVERY CO LT,Information not readily available,"Shanghai, China",Focuses on pharmaceutical discovery and development.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANGHAI CANDA BUILDING MATERIALS TECHNOLOGY CO LTD,Information not readily available,"Shanghai, China",Specializes in building materials technology and solutions.,Information not readily available,Building Materials,No,Yes,No,No
SHANGHAI CENT CLINICAL LAB,Information not readily available,"Shanghai, China",Specializes in clinical laboratory services.,Information not readily available,Clinical Laboratory,No,Yes,No,No
SHANGHAI CHAOHUI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,Information not readily available,"Shanghai, China",Focuses on environmental protection technologies and solutions.,Information not readily available,Environmental Protection,No,Yes,No,No
SHANGHAI CHENGKANG BIOTECHNOLOGY CO LTD,Information not readily available,"Shanghai, China",Specializes in biotechnology and related research.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI CHROMYSKY MEDICAL RES CO LTD,Information not readily available,"Shanghai, China",Focuses on medical research and development.,Information not readily available,Medical Research,No,Yes,No,No
SHANGHAI CHUANGBUFAN IND CO LTD,Information not readily available,"Shanghai, China",Engages in industrial and technological development.,Information not readily available,Industrial Technology,No,Yes,No,No
SHANGHAI DIANYUMIAN INTELLIGENT TECHNOLOGY CO,Information not readily available,"Shanghai, China",Specializes in intelligent technology solutions.,Information not readily available,Intelligent Technology,No,Yes,No,No
SHANGHAI FOSUN PHARM IND DEV CO LTD,fosunpharma.com,"Shanghai, China",Engages in pharmaceutical development and manufacturing.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANGHAI GANYI BIOMEDICAL TECHNOLOGY CO,Information not readily available,"Shanghai, China",Specializes in biomedical technology and research.,Information not readily available,Biomedical Technology,No,Yes,No,No
SHANGHAI GLINX BIOTECHNOLOGY CO LTD,Information not readily available,"Shanghai, China",Focuses on biotechnology research and development.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI GN ARCHITECTURAL PLANNING & DES,Information not readily available,"Shanghai, China",Specializes in architectural planning and design.,Information not readily available,Architecture & Design,No,Yes,No,No
SHANGHAI GREAT TECHNOLOGY IND CO LTD,Information not readily available,"Shanghai, China",Engages in technological innovation and development.,Information not readily available,Technology,No,Yes,No,No
SHANGHAI GUANKE PHARM TECHNOLOGY DEV CO,Information not readily available,"Shanghai, China",Specializes in pharmaceutical technology and development.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANGHAI HENGRUI PHARM CO LTD,hengruipharm.com,"Shanghai, China",Focuses on pharmaceutical research and manufacturing.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANGHAI HEYI IND CO LTD,Information not readily available,"Shanghai, China",Engages in industrial technology and development.,Information not readily available,Industrial Technology,No,Yes,No,No
SHANGHAI HUIDUN YINTAI BIOTECHNOLOGY CO,Information not readily available,"Shanghai, China",Specializes in biotechnology and related solutions.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI HUIHE HEALTHCARE TECHNOLOGY CO,Information not readily available,"Shanghai, China",Focuses on healthcare technology and innovations.,Information not readily available,Healthcare Technology,No,Yes,No,No
SHANGHAI HUIQI BIOMEDICAL TECHNOLOGY CO,Information not readily available,"Shanghai, China",Specializes in biomedical technology and products.,Information not readily available,Biomedical Technology,No,Yes,No,No
SHANGHAI INFECTIOUS DISEASE & BIOSECURIT,Information not readily available,"Shanghai, China",Focuses on infectious diseases and biosecurity measures.,Information not readily available,Infectious Diseases & Biosecurity,No,Yes,No,No
SHANGHAI INT TRAVEL HEALTHCARE CENT,Information not readily available,"Shanghai, China",Provides international travel healthcare services.,Information not readily available,Healthcare,No,Yes,No,No
SHANGHAI JIAKANG BIOLOGICAL ENG CO LTD,Information not readily available,"Shanghai, China",Specializes in biological engineering and technologies.,Information not readily available,Biological Engineering,No,Yes,No,No
SHANGHAI JIANCAI MEDICAL EQUIP CO LTD,Information not readily available,"Shanghai, China",Specializes in medical equipment manufacturing.,Information not readily available,Medical Equipment,No,Yes,No,No
SHANGHAI JINNUO AOMEI BIOTECHNOLOGY CO,Information not readily available,"Shanghai, China",Focuses on biotechnology research and development.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI JUNSHI BIOMEDICAL TECHNOLOGY CO,Information not readily available,"Shanghai, China",Engages in biomedical technology research and development.,Information not readily available,Biomedical Technology,No,Yes,No,No
SHANGHAI JUNZHI ENVIRONMENTAL ENG CO LTD,Information not readily available,"Shanghai, China",Specializes in environmental engineering and technology.,Information not readily available,Environmental Engineering,No,Yes,No,No
SHANGHAI KNOWSHINE BIOMEDICINE DEV CO LT,Information not readily available,"Shanghai, China",Focuses on biomedicine development and research.,Information not readily available,Biomedicine,No,Yes,No,No
SHANGHAI LIANGRUN BIOPHARM TECHNOLOGY CO,Information not readily available,"Shanghai, China",Specializes in biopharmaceutical technology and research.,Information not readily available,Biopharmaceuticals,No,Yes,No,No
SHANGHAI MEDICORE TECHNOLOGY CO LTD,Information not readily available,"Shanghai, China",Engages in medical technology development and solutions.,Information not readily available,Medical Technology,No,Yes,No,No
SHANGHAI MICURX PHARM CO LTD,Information not readily available,"Shanghai, China",Specializes in pharmaceutical research and development.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANGHAI MODEL ORGANISMS TECHNOLOGY CO,Information not readily available,"Shanghai, China",Focuses on model organisms and related technology.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI NAWEI BIOTECHNOLOGY CO LTD,Information not readily available,"Shanghai, China",Engages in biotechnology research and development.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI NK CELL TECH CO LTD,Information not readily available,"Shanghai, China",Specializes in NK cell technology and related research.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI NOVAMAB BIOPHARMACEUTICALS CO,Information not readily available,"Shanghai, China",Focuses on biopharmaceuticals and drug development.,Information not readily available,Biopharmaceuticals,No,Yes,No,No
SHANGHAI PEIAN BIOTECHNOLOGY CO LTD,Information not readily available,"Shanghai, China",Engages in biotechnology research and development.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI PERSONAL BIOTECHNOLOGY CO LTD,Information not readily available,"Shanghai, China",Specializes in personalized biotechnology solutions.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI PHARM HOLDING CO LTD,Information not readily available,"Shanghai, China",Engages in pharmaceutical holding and development.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANGHAI PHARM IND INST CO LTD,Information not readily available,"Shanghai, China",Focuses on pharmaceutical industry research and development.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANGHAI PHARMA ZHONGXI PHARM CO LTD,Information not readily available,"Shanghai, China",Specializes in pharmaceutical development and production.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANGHAI PILLAR BIOSCIENCES INC,Information not readily available,"Shanghai, China",Focuses on biosciences and related technologies.,Information not readily available,Biosciences,No,Yes,No,No
SHANXI SANYOUHUO INTELLIGENCE INFORMATIO,Information not readily available,"Shanxi, China",Specializes in intelligence and information technology.,Information not readily available,Information Technology,No,Yes,No,No
SHANXI YIKANG XINYUE MEDICAL DEVICES CO,Information not readily available,"Shanxi, China",Engages in medical device manufacturing and development.,Information not readily available,Medical Devices,No,Yes,No,No
SHANXI ZHEDA ADVANCES MATERIALS & CHEM,Information not readily available,"Shanxi, China",Focuses on advanced materials and chemical technologies.,Information not readily available,Advanced Materials,No,Yes,No,No
SHAOXING BIAODIAN TEXTILE TECHNOLOGY CO,Information not readily available,"Shaoxing, China",Specializes in textile technology and manufacturing.,Information not readily available,Textile Technology,No,Yes,No,No
SHAOXING JUNKE ZHENYUAN PHARM TECHNOLOGY CO,Information not readily available,"Shaoxing, China",Engages in pharmaceutical technology development.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHAOXING MAIYATA BACTERIA INSPECTION INT,Information not readily available,"Shaoxing, China",Specializes in bacteria inspection and related technologies.,Information not readily available,Inspection and Testing,No,Yes,No,No
SHAOXING TONGCHUANG MEDICAL EQUIP CO LTD,Information not readily available,"Shaoxing, China",Focuses on medical equipment manufacturing and development.,Information not readily available,Medical Equipment,No,Yes,No,No
SHEA PROD INC T M,Information not readily available,Information not readily available,Information not readily available,Information not readily available,Information not readily available,No,Yes,No,No
SHENDU JINHUA GUANGZHOU BIOTECHNOLOGY CO,Information not readily available,"Guangzhou, China",Specializes in biotechnology research and applications.,Information not readily available,Biotechnology,No,Yes,No,No
SHENGBEN TIANJIN INT TRADE CO LTD,Information not readily available,"Tianjin, China",Engages in international trade and distribution.,Information not readily available,International Trade,No,Yes,No,No
SHENGGONG BIOLOGICAL ENG SHANGHAI CO LTD,Information not readily available,"Shanghai, China",Specializes in biological engineering and related technologies.,Information not readily available,Biological Engineering,No,Yes,No,No
SHENYANG EYE IND TECHNOLOGY RES INST CO,Information not readily available,"Shenyang, China",Focuses on eye industry technology research and development.,Information not readily available,Eye Technology,No,Yes,No,No
SHENYANG FUYANG MEDICINE TECHNOLOGY CO,Information not readily available,"Shenyang, China",Specializes in medicine technology and development.,Information not readily available,Medicine Technology,No,Yes,No,No
SHENYANG FUYANG PHARM TECH CO LTD,Information not readily available,"Shenyang, China",Focuses on pharmaceutical technology and research.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHENYANG HESHI EYE IND GROUP CO LTD,Information not readily available,"Shenyang, China",Specializes in eye industry technology and development.,Information not readily available,Eye Technology,No,Yes,No,No
SHENYANG YILU BIOLOGICAL TECHNOLOGY CO,Information not readily available,"Shenyang, China",Focuses on biological technology and related research.,Information not readily available,Biotechnology,No,Yes,No,No
SHENZHEN AIMIJIA PHARM BIOTECHNOLOGY CO,Information not readily available,"Shenzhen, China",Engages in pharmaceutical biotechnology research and development.,Information not readily available,Biotechnology,No,Yes,No,No
SHENZHEN ANSAI DIAGNOSTIC TECHNOLOGY CO,Information not readily available,"Shenzhen, China",Specializes in diagnostic technology and solutions.,Information not readily available,Diagnostic Technology,No,Yes,No,No
SHENZHEN ANTAIWEI BIOPHARMACEUTICAL CO,Information not readily available,"Shenzhen, China",Focuses on biopharmaceutical research and development.,Information not readily available,Biopharmaceuticals,No,Yes,No,No
SHENZHEN BAOAN PURE TRADITIONAL CHINESE,Information not readily available,"Shenzhen, China",Specializes in traditional Chinese medicine and related products.,Information not readily available,Traditional Chinese Medicine,No,Yes,No,No
SHENZHEN BGI YINYUAN PHARM TECHNOLOGY CO,Information not readily available,"Shenzhen, China",Engages in pharmaceutical technology development and research.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHENZHEN BIOKANGTAI BIOLOGICAL PROD CO,Information not readily available,"Shenzhen, China",Specializes in biological products and biotechnology.,Information not readily available,Biotechnology,No,Yes,No,No
SHENZHEN BM LIFE SCI CO LTD,Information not readily available,"Shenzhen, China",Focuses on life sciences and related technologies.,Information not readily available,Life Sciences,No,Yes,No,No
SHENZHEN BORUI PHARM TECHNOLOGY CO LTD,Information not readily available,"Shenzhen, China",Engages in pharmaceutical technology development.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHENZHEN CENT DISEASE CONTROL & PREVENTI,Information not readily available,"Shenzhen, China",Specializes in disease control and prevention.,Information not readily available,Disease Control,No,Yes,No,No
SHENZHEN CHAOWEI PARTICLE IND CO LTD,Information not readily available,"Shenzhen, China",Specializes in particle technology and industrial applications.,Information not readily available,Particle Technology,No,Yes,No,No
SHENZHEN CHENGFENGHAO ELECTRONIC CO LTD,Information not readily available,"Shenzhen, China",Engages in electronic technology and manufacturing.,Information not readily available,Electronics,No,Yes,No,No
SHENZHEN CHENGHUI MEDICAL TECHNOLOGY CO,Information not readily available,"Shenzhen, China",Specializes in medical technology development.,Information not readily available,Medical Technology,No,Yes,No,No
SHENZHEN CHENJING LIFE TECHNOLOGY CO LTD,Information not readily available,"Shenzhen, China",Focuses on life technology and related innovations.,Information not readily available,Life Technology,No,Yes,No,No
SHENZHEN CHIPSCREEN BIOTECHNOLOGY CO LTD,Chipscreen,"Shenzhen, China",Specializes in biotechnology and drug discovery.,2001,Biotechnology,No,Yes,No,No
SHENZHEN CHUANGMEI IND CO LTD,Information not readily available,"Shenzhen, China",Engages in industrial technology and manufacturing.,Information not readily available,Industrial Technology,No,Yes,No,No
SHENZHEN CHUANGSHENG XINKE BIOTECHNOLOGY CO LTD,Information not readily available,"Shenzhen, China",Focuses on biotechnology and related research.,Information not readily available,Biotechnology,No,Yes,No,No
SHENZHEN CONJUGENIX PHARM TECHNOLOGY CO,Information not readily available,"Shenzhen, China",Specializes in pharmaceutical technology and conjugation.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHENZHEN DIASIA TECHNOLOGY DEV CO LTD,Information not readily available,"Shenzhen, China",Engages in technology development and innovation.,Information not readily available,Technology Development,No,Yes,No,No
SHENZHEN DIGITAL CITY ENG RES CENT,Information not readily available,"Shenzhen, China",Focuses on digital city engineering research and development.,Information not readily available,Engineering Research,No,Yes,No,No
SHENZHEN DINGDAO HEALTH MANAGEMENT CO,Information not readily available,"Shenzhen, China",Specializes in health management and services.,Information not readily available,Health Management,No,Yes,No,No
SHENZHEN DRAWRAY BIOTECH CO LTD,Information not readily available,"Shenzhen, China",Engages in biotechnology and drug development.,Information not readily available,Biotechnology,No,Yes,No,No
SHENZHEN DRUG CONTROL SHENZHEN TEST CENT,Information not readily available,"Shenzhen, China",Specializes in drug control and testing services.,Information not readily available,Drug Control and Testing,No,Yes,No,No
SHENZHEN DYMIND BIOTECHNOLOGY CO LTD,Information not readily available,"Shenzhen, China",Focuses on biotechnology and research.,Information not readily available,Biotechnology,No,Yes,No,No
SHENZHEN YUANJING MEDICAL EQUIP MOULD CO,Information not readily available,"Shenzhen, China",Specializes in medical equipment molds and related technologies.,Information not readily available,Medical Equipment,No,Yes,No,No
SHUHAI SHENZHEN SOUND EFFECT TECHNOLOGY CO              LTD,Information not readily available,"Shenzhen, China",Engages in sound effect technology and applications.,Information not readily available,Sound Technology,No,Yes,No,No
SUZHOU FUDE ZHAOFENG BIOCHEMICAL TECHNOLOGY CO              LTD,Information not readily available,"Suzhou, China",Specializes in biochemical technology and development.,Information not readily available,Biochemical Technology,No,Yes,No,No
WUHAN HUATENG JIKANG BIOTECHNOLOGY CO,Information not readily available,"Wuhan, China",Focuses on biotechnology and related research.,Information not readily available,Biotechnology,No,Yes,No,No
