Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic),4. SHANGHAI JIADING CENTRAL HOSPITAL,15. SHANGHAI TONGREN HOSPITAL,O ChatGPT disse,I TECHNOLOGY CO LTD
SHENZHEN WANGRUI INVESTMENT CO LTD,[Not Available],"Shenzhen, China",Engaged in investment and financial services.,[Not Available],Biological Products,No,Yes,Yes,No,,,,
SHENZHEN WEIGUANG BIOLOGICAL PROD CO LTD,[Not Available],"Shenzhen, China",Specializes in biological products and related technologies.,[Not Available],Traditional Chinese Medicine,No,Yes,Yes,No,,,,
SHENZHEN WUDA JINQIU CHINESE MEDICINE,[Not Available],"Shenzhen, China",Focuses on traditional Chinese medicine and related products.,[Not Available],Technology,No,Yes,No,No,,,,
SHENZHEN XIAOZHU TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in technology and innovation solutions.,[Not Available],Health,No,Yes,Yes,No,,,,
SHENZHEN XIHAN HEALTH CO LTD,[Not Available],"Shenzhen, China",Focuses on health-related products and services.,[Not Available],Biomedical Technology,No,Yes,Yes,No,,,,
SHENZHEN XINHE BIOMEDICAL TECHNOLOGY CO,[Not Available],"Shenzhen, China",Specializes in biomedical technology and innovations.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN XINYI BIOTECH CO LTD,[Not Available],"Shenzhen, China",Focuses on biotechnology and pharmaceutical development.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN XIUPU BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engages in biotechnology research and product development.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN YACHEN INTELLIGENT BIOLOGICAL,[Not Available],"Shenzhen, China",Focuses on intelligent biological technologies.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN YANYUAN BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in biotechnology and related fields.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN YHLO BIOTECH CO LTD,[Not Available],"Shenzhen, China",Engages in the development of biotechnology products.,[Not Available],Environmental Technology,No,Yes,No,No,,,,
SHENZHEN YILI ENVIRONMENTAL TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in environmental technology and solutions.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN YINNUOSAI BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on biotechnology innovations and developments.,[Not Available],Technology,No,Yes,No,No,,,,
SHENZHEN YOUWEI TECHNOLOGY HOLDING GROUP,[Not Available],"Shenzhen, China",Engaged in technology development and investments.,[Not Available],Medical Equipment,No,Yes,No,No,,,,
SHENZHEN YUANJING MEDICAL EQUIP MOULD CO LTD,[Not Available],"Shenzhen, China",Specializes in medical equipment molds and related technology.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN YUANXING GENE TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on gene technology and related research.,[Not Available],Digital Technology,No,Yes,No,No,,,,
SHENZHEN ZHENGCHAO DIGITAL CO LTD,[Not Available],"Shenzhen, China",Specializes in digital technologies and solutions.,[Not Available],Network Technology,No,Yes,No,No,,,,
SHENZHEN ZHIHUILIN NETWORK TECHNOLOGY CO,[Not Available],"Shenzhen, China",Focuses on network technology and related solutions.,[Not Available],Internet of Things,No,Yes,No,No,,,,
SHENZHEN ZHONGKANG ANGEL INTERNET THINGS,[Not Available],"Shenzhen, China",Specializes in Internet of Things (IoT) technology.,[Not Available],Hydrogen and Lithium Technologies,No,Yes,Yes,No,,,,
SHENZHEN ZHONGQUAN HYDROGEN LITHIUM TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on hydrogen and lithium technologies.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN ZIJIAN BIOLOGICAL TECHNOLOGY CO,[Not Available],"Shenzhen, China",Engaged in biological technology and innovations.,[Not Available],New Energy Technology,No,Yes,No,No,,,,
SHENZHEN ZIPOWER NEW ENERGY TECHNOLOGY,[Not Available],"Shenzhen, China",Specializes in new energy technologies.,[Not Available],Biosciences,No,Yes,Yes,No,,,,
SHERLOCK BIOSCIENCES,[Not Available],[Not Available],Focuses on bioscience technologies and innovations.,[Not Available],Diagnostics,No,Yes,No,No,,,,
SHERO DIAGNOSTICS,[Not Available],[Not Available],Specializes in diagnostic technologies and solutions.,[Not Available],[Not Specified],No,Yes,No,No,,,,
SHIBAN CANADA INC,[Not Available],Canada,Engaged in [Not Specified] activities.,[Not Available],[Not Specified],No,Yes,No,No,,,,
SHIBUYA CORP,[Not Available],[Not Available],[Not Specified],[Not Available],Engineering,No,Yes,No,No,,,,
SHICOH ENG CO LTD,[Not Available],[Not Available],Specializes in engineering solutions.,[Not Available],[Not Specified],No,Yes,No,No,,,,
SHIFT UP KK,[Not Available],[Not Available],[Not Specified],[Not Available],[Not Specified],No,Yes,No,No,,,,
SHIGADRY WITH EARTH CO LTD,[Not Available],[Not Available],[Not Specified],[Not Available],Healthcare,No,No,No,Yes,,,,
SHIJIAHZUANG NO 5 HOSPITAL,[Not Available],"Shijiazhuang, China",A hospital providing medical services.,[Not Available],Healthcare,No,No,No,Yes,,,,
SHIJIAZHUANG CHINESE MEDICINE HOSPITAL,[Not Available],"Shijiazhuang, China",Provides Chinese medicine and traditional medical services.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHIJIAZHUANG DIHONG BIOTECHNOLOGY CO LTD,[Not Available],"Shijiazhuang, China",Specializes in biotechnology.,[Not Available],Pharmaceutical Technology,No,Yes,No,No,,,,
SHIJIAZHUANG DISIKAIWEI PHARM TECHNOLOGY,[Not Available],"Shijiazhuang, China",Focuses on pharmaceutical technology.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHIJIAZHUANG HYPRO BIOTECHNOLOGY CO LTD,[Not Available],"Shijiazhuang, China",Engages in biotechnology research and development.,[Not Available],Medical Instruments,No,Yes,No,No,,,,
SHIJIAZHUANG KANG WEISHI MEDICAL INSTR,[Not Available],"Shijiazhuang, China",Specializes in medical instruments.,[Not Available],Chemicals,No,Yes,No,No,,,,
SHIJIAZHUANG LVFENG CHEM CO LTD,[Not Available],"Shijiazhuang, China",Specializes in chemical products.,[Not Available],Public Health,Yes,No,Yes,No,,,,
SHIJIAZHUANG MUNICIPAL CENT DISEASE CONT,[Not Available],"Shijiazhuang, China",Focuses on disease control and prevention.,[Not Available],Healthcare,No,No,No,Yes,,,,
SHIJIAZHUANG PEOPLES HOSPITAL,[Not Available],"Shijiazhuang, China",Provides a range of medical services and healthcare.,[Not Available],Pharmaceuticals,No,Yes,No,No,,,,
SHIJIAZHUANG YILING PHARM CO LTD,[Not Available],"Shijiazhuang, China",Specializes in pharmaceuticals and related technologies.,[Not Available],Pharmaceuticals,No,Yes,No,No,,,,
SHIJIAZHUANG ZANGNUO PHARM CO LTD,[Not Available],"Shijiazhuang, China",Focuses on pharmaceutical development and production.,[Not Available],Pharmaceuticals,No,Yes,Yes,No,,,,
SHILPA MEDICARE LTD,[Not Available],[Not Available],Engaged in pharmaceutical manufacturing and research.,[Not Available],Scientific Instruments,No,Yes,No,No,,,,
SHIMADZU CORP,[Not Available],[Not Available],A global company specializing in scientific instrumentation and technology.,[Not Available],Management,No,Yes,No,No,,,,
SHIMADZU ENTERPRISE MANAGEMENT CHINA CO,[Not Available],[Not Available],A subsidiary of Shimadzu Corp managing enterprise activities in China.,[Not Available],[Not Specified],No,Yes,No,No,,,,
SHIMANISHI KAKEN CO LTD,[Not Available],[Not Available],[Not Specified],[Not Available],[Not Specified],No,Yes,No,No,,,,
SHIMIZU CORP,[Not Available],[Not Available],[Not Specified],[Not Available],Biomedical Research,No,Yes,Yes,No,,,,
SHIN NIPPON BIOMEDICAL LAB LTD,[Not Available],[Not Available],Specializes in biomedical research and diagnostic services.,[Not Available],Pharmaceuticals,No,Yes,No,No,,,,
SHIN POONG PHARM CO LTD,[Not Available],[Not Available],Focuses on pharmaceutical products and research.,[Not Available],[Not Specified],No,Yes,No,No,,,,
SHINHEUNG ENC CO LTD,[Not Available],[Not Available],[Not Specified],[Not Available],[Not Specified],No,Yes,No,No,,,,
SHINKO CO LTD,[Not Available],[Not Available],[Not Specified],[Not Available],[Not Specified],No,Yes,No,No,,,,
SHINSEI IND CO LTD,[Not Available],[Not Available],[Not Specified],[Not Available],[Not Specified],No,Yes,No,No,,,,
SHINSUNG KOREA,[Not Available],[Not Available],[Not Specified],[Not Available],[Not Specified],No,Yes,No,No,,,,
SHINWA CONTROLS CO LTD,[Not Available],[Not Available],[Not Specified],[Not Available],[Not Specified],No,Yes,No,No,,,,
SHIONO KORYO KK,[Not Available],[Not Available],[Not Specified],[Not Available],Pharmaceuticals,No,Yes,Yes,No,,,,
SHIONOGI & CO LTD,[Not Available],[Not Available],A major pharmaceutical company specializing in research and development.,[Not Available],[Not Specified],No,Yes,No,No,,,,
SHIPRA,[Not Available],[Not Available],[Not Specified],[Not Available],[Not Specified],No,Yes,No,No,,,,
SHIREEN NATURE GEN TRADING CO LTD,[Not Available],[Not Available],[Not Specified],[Not Available],Cosmetics and Personal Care,No,Yes,No,No,,,,
SHISEIDO CO LTD,[Not Available],[Not Available],A global cosmetic and personal care company known for its beauty products.,[Not Available],Research and Development,Yes,No,Yes,No,,,,
SHIZUOKA SCI & TECHNOLOGY INST,[Not Available],"Shizuoka, Japan",An institution focused on scientific and technological research.,[Not Available],Construction and Home Decor,No,Yes,No,No,,,,
SHK PAPERLESS WALLPAPER CO LTD,[Not Available],[Not Available],Specializes in paperless wallpaper products.,[Not Available],Manufacturing,No,Yes,No,No,,,,
SHOWA ALUMINUM CAN CORP,[Not Available],[Not Available],A company specializing in aluminum can manufacturing.,[Not Available],[Not Specified],No,Yes,No,No,,,,
SHOX SCI LTD,[Not Available],[Not Available],[Not Specified],[Not Available],Medical Research,No,Yes,Yes,No,,,,
SHRIPAD MEDI-SEARCH PVT LTD,[Not Available],[Not Available],Specializes in medical research and search services.,[Not Available],Consulting,No,Yes,No,No,,,,
SHS CONSULTORES SL,[Not Available],[Not Available],Provides consulting services in various sectors.,[Not Available],New Materials,No,Yes,Yes,No,,,,
SHU NEW MATERIAL TAIZHOU RES INST CO LTD,[Not Available],"Taizhou, China",Focuses on research and development of new materials.,[Not Available],Hospitality,No,Yes,No,No,,,,
SHUGUANG HOTEL MANAGEMENT SHANGHAI CO,[Not Available],"Shanghai, China",Specializes in hotel management and services.,[Not Available],Sound Technology,No,Yes,No,No,,,,
SHUHAI SHENZHEN SOUND EFFECT TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in sound effect technology and solutions.,[Not Available],[Not Specified],No,Yes,No,No,,,,
SHUHARI GROUP LLC,[Not Available],[Not Available],[Not Specified],[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHUIMU BEIJING BIOSCI LTD,[Not Available],"Beijing, China",Specializes in biosciences and biotechnology.,[Not Available],Biopharmaceuticals,No,Yes,Yes,No,,,,
SHUIMU XINGCHEN BIOPHARM SHENZHEN CO LTD,[Not Available],"Shenzhen, China",Focuses on biopharmaceuticals and biotechnology.,[Not Available],Semiconductors,No,Yes,No,No,,,,
SI-WARE SYSTEMS,[Not Available],[Not Available],Provides advanced semiconductor solutions.,[Not Available],Environmental Technology,No,Yes,No,No,,,,
SIA TERRAGEN,[Not Available],[Not Available],Specializes in environmental technology and solutions.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SIBCELL BIOTECH AB,[Not Available],[Not Available],Engaged in biotechnology research and development.,[Not Available],Medical Technology,No,Yes,Yes,No,,,,
SIBE MEDICAL ECOLOGICAL TECHNOLOGIES RES,[Not Available],[Not Available],Focuses on medical ecological technologies.,[Not Available],Research and Development,No,Yes,Yes,No,,,,
SIBERIA SCI & TECH CENT LLC,[Not Available],"Siberia, Russia",Engaged in scientific and technological research.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SIBYLLA BIOTECH SRL,[Not Available],[Not Available],Specializes in biotechnology solutions and research.,[Not Available],New Materials,No,Yes,No,No,,,,
SICHUAN ANKERUI NEW MATERIAL TECHNOLOGY,[Not Available],"Sichuan, China",Focuses on new material technologies.,[Not Available],Pharmaceuticals,No,Yes,No,No,,,,
SICHUAN BAILI PHARM CO LTD,[Not Available],"Sichuan, China",Specializes in pharmaceuticals.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SICHUAN C-LUMINARY BIOTECH CO LTD,[Not Available],"Sichuan, China",Engages in biotechnology research and development.,[Not Available],Healthcare,No,No,No,Yes,,,,
SICHUAN CANCER HOSPITAL,[Not Available],"Sichuan, China",Specializes in cancer treatment and research.,[Not Available],Biotechnology,No,Yes,No,No,,,,
SICHUAN CHENGYU BIOLOGICAL PROD CO LTD,[Not Available],"Sichuan, China",Focuses on biological products and biotechnology.,[Not Available],Pharmaceuticals,No,Yes,No,No,,,,
SICHUAN CHICOOM PHARM CO LTD,[Not Available],"Sichuan, China",Specializes in pharmaceuticals.,[Not Available],Biopharmaceuticals,No,Yes,Yes,No,,,,
SICHUAN CLOVER BIOPHARM INC,[Not Available],"Sichuan, China",Engaged in biopharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No,,,,
SICHUAN ENWEI PHARM CO LTD,[Not Available],"Sichuan, China",Specializes in pharmaceuticals.,[Not Available],Pharmaceuticals,No,Yes,No,No,,,,
SICHUAN FENGCHUN PHARM CO LTD,[Not Available],"Sichuan, China",Engages in pharmaceutical production.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SICHUAN GAORUNDE BIOTECHNOLOGY CO LTD,[Not Available],"Sichuan, China",Focuses on biotechnology research and development.,[Not Available],Life Sciences,No,Yes,No,No,,,,
SICHUAN HUIYANG LIFE SCI & TECHNOLOGY CO,[Not Available],"Sichuan, China",Engages in life sciences and technology.,[Not Available],Medical Diagnostics,No,Yes,No,No,,,,
SICHUAN JINYU MEDICAL INSPECTION CENT CO,[Not Available],"Sichuan, China",Specializes in medical inspection and diagnostics.,[Not Available],Animal Pharmaceuticals,No,Yes,No,No,,,,
SICHUAN JIXING ANIMAL PHARM CO LTD,[Not Available],"Sichuan, China",Specializes in animal pharmaceuticals.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SICHUAN KAIRUIHUACHUANG BIOTECH INC,[Not Available],"Sichuan, China",Engaged in biotechnology and research.,[Not Available],Medical Technology,No,Yes,No,No,,,,
SICHUAN KANGDESAI MEDICAL TECHNOLOGY CO,[Not Available],"Sichuan, China",Focuses on medical technology and equipment.,[Not Available],Biopharmaceuticals,No,Yes,No,No,,,,
SICHUAN KELUN BOTAI BIOLOGICAL PHARM CO,[Not Available],"Sichuan, China",Specializes in biological pharmaceuticals.,[Not Available],Biopharmaceuticals,No,Yes,Yes,No,,,,
SICHUAN KELUN-BIOTECH BIOPHARMACEUTICA,[Not Available],"Sichuan, China",Engaged in biopharmaceutical research and development.,[Not Available],Biological Materials,No,Yes,No,No,,,,
SICHUAN MACCURA BIOLOGICAL NEW MATERIAL,[Not Available],"Sichuan, China",Focuses on new biological materials.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SICHUAN MEIJIALONG BIOTECHNOLOGY CO LTD,[Not Available],"Sichuan, China",Specializes in biotechnology solutions and research.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SICHUAN MINGRUIJIA BIOTECHNOLOGY CO LTD,[Not Available],"Sichuan, China",Engages in biotechnology and life sciences.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SICHUAN ORIENTER BIOTECHNOLOGY CO LTD,[Not Available],"Sichuan, China",Focuses on biotechnology development and applications.,[Not Available],Healthcare,No,No,No,Yes,,,,
SICHUAN PEOPLES HOSPITAL,[Not Available],"Sichuan, China",Provides comprehensive medical services and care.,[Not Available],Healthcare,No,No,No,Yes,,,,
SICHUAN PROVINCIAL PEOPLES HOSPITAL SICH,[Not Available],"Sichuan, China",A provincial-level hospital offering a wide range of medical services.,[Not Available],Health Technology,No,Yes,No,No,,,,
SICHUAN TIANFU AROMATHERAPY HEALTH TECHN,[Not Available],"Sichuan, China",Specializes in aromatherapy and health technology.,[Not Available],Traditional Chinese Medicine,No,No,Yes,No,,,,
SICHUAN TRADITIONAL CHINESE MEDICINE INS,[Not Available],"Sichuan, China",Focuses on traditional Chinese medicine research and development.,[Not Available],Agricultural Technology,No,Yes,No,No,,,,
SICHUAN WANGE AGRIC TECHNOLOGY CO LTD,[Not Available],"Sichuan, China",Engages in agricultural technology development.,[Not Available],Biological Products,No,Yes,Yes,No,,,,
SICHUAN XINJIAN KANGCHENG BIOLOGICAL CO,[Not Available],"Sichuan, China",Focuses on biological research and products.,[Not Available],Technology,No,Yes,No,No,,,,
SICHUAN XPISCORIC INC,[Not Available],"Sichuan, China",Engaged in various technological innovations.,[Not Available],Technology,No,Yes,No,No,,,,
SICHUAN YIAI TECHNOLOGY CO LTD,[Not Available],"Sichuan, China",Specializes in technology development and applications.,[Not Available],Pharmaceuticals,No,Yes,No,No,,,,
SICHUAN YIASUO PHARM TECHNOLOGY CO LTD,[Not Available],"Sichuan, China",Focuses on pharmaceutical technology and development.,[Not Available],Pharmaceuticals,No,Yes,No,No,,,,
SICHUAN YUANDA SHUYANG PHARM CO LTD,[Not Available],"Sichuan, China",Specializes in pharmaceutical products and technologies.,[Not Available],Biological Engineering,No,Yes,Yes,No,,,,
SICHUAN ZHIBEN BIOLOGICAL ENG CO LTD,[Not Available],"Sichuan, China",Engages in biological engineering and research.,,,,,,,,,,
