Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic)
WISCONSIN ALUMNI RES FOUND,warf.org,"Madison, Wisconsin, USA",Manages intellectual property and technology transfer for the University of Wisconsin-Madison.,1925,Research and Development,No,No,Yes,No
WISDOM PHARM CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
WISE SECURITY GLOBAL SL,[Not Available],[Not Available],[Not Available],[Not Available],Security Solutions,No,Yes,No,No
WISEMEN MULTIMEDIA LLC,[Not Available],[Not Available],[Not Available],[Not Available],Multimedia,No,Yes,No,No
WISTA LAB CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Lab Equipment,No,Yes,No,No
WISTAR ANATOMY & BIOLOGY INST,wistar.org,"Philadelphia, Pennsylvania, USA",Focuses on biomedical research and training.,1892,Biomedical Research,No,No,Yes,No
WISTAR INST,wistar.org,"Philadelphia, Pennsylvania, USA",Focuses on biomedical research and training.,1892,Biomedical Research,No,No,Yes,No
WITH BLOCK CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
WITH CLEAN CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
WIZBIOSOLUTION INC CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biosolutions,No,Yes,No,No
WJWU & LYNN STEM CELL RES INST,[Not Available],[Not Available],[Not Available],[Not Available],Stem Cell Research,No,No,Yes,No
WOLFF GMBH & CO KG KURT,wolffgmbh.com,[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
WONDER SPRAY LLC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
WONHO CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
WOOGENE B & G CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
WORKFORCE BIOLOGICS LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biologics,No,Yes,No,No
WORKSAFE DESIGN LTD,[Not Available],[Not Available],[Not Available],[Not Available],Design for Safety,No,Yes,No,No
WORLCLEAN CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Cleaning Solutions,No,Yes,No,No
WORLD BIOTECH REGENERATIVE MEDICAL GROUP,[Not Available],[Not Available],[Not Available],[Not Available],Regenerative Medicine,No,Yes,No,No
WORLD MEDICINE ILAC SAN & TIC AS,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
WORLD SCALE KK,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
WORPHMED SRL,[Not Available],[Not Available],[Not Available],[Not Available],Medical Research,No,Yes,No,No
WOSEM CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
WOSHIE,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
WRIGLEY JR CO WM,[Not Available],[Not Available],[Not Available],[Not Available],Confectionery,No,Yes,No,No
WSMEF LLC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
WUHAN AIBO TAIKE BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN AIDIKANG MEDICAL INST CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Medical Institute,No,Yes,No,No
WUHAN AOKEBOTAI BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN BANKE BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN BAYSENG PHARM CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
WUHAN BEAUTY LIFE SCI & TECHNOLOGY CO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Life Sciences and Technology,No,Yes,No,No
WUHAN BINHUI BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN BIOJUST BIOMEDICAL TECHNOLOGY CO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biomedical Technology,No,Yes,No,No
WUHAN BIOTGENE ENG CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Genetic Engineering,No,Yes,No,No
WUHAN BOWO BIOLOGICAL TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biological Technology,No,Yes,No,No
WUHAN BRAINVTA TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Brain Health Technology,No,Yes,No,No
WUHAN CAS ADVANCED TECHNOLOGY INST CO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Advanced Technology,No,Yes,No,No
WUHAN CHENGLIN TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Technology,No,Yes,No,No
WUHAN CHINA NAT NUCLEAR CORP CHINA ISOTO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Nuclear Technology,Yes,No,No,No
WUHAN COMMUNICATION CHUANGFA IND CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Communication Technology,No,Yes,No,No
WUHAN CREATERNA SCI & TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Science and Technology,No,Yes,No,No
WUHAN CUSTOMS DISTRICT TECHNOLOGY CENT,[Not Available],"Wuhan, China",[Not Available],[Not Available],Technology,Yes,No,No,No
WUHAN DANGKANG XINGZHONG BIOTECHNOLOGY,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN DGENSEE CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN DISEASE PREVENTION & CONTROL CENT,[Not Available],"Wuhan, China",[Not Available],[Not Available],Disease Prevention and Control,Yes,No,No,No
WUHAN DUWEIKANG BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN EASY DIAGNOSIS BIOMEDICINE CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biomedicine,No,Yes,No,Yes
WUHAN FIRST STOMATOLOGICAL HOSPITAL CO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Stomatology,No,No,No,No
WUHAN FLAREBIO BIOTECH CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN FRASERGEN GENOMIC MEDICINE CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Genomic Medicine,No,Yes,No,No
WUHAN FRASERGEN INFORMATION CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Information Technology,No,Yes,No,No
WUHAN GRANDOMICS BIOSCIENCES CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biosciences,No,Yes,No,No
WUHAN GUANGGU ZHONGYUAN PHARM CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
WUHAN HESHENG TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Technology,No,Yes,No,No
WUHAN HUATENG JIKANG BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN HUAYINGGU NEW BIOMATERIALS APPLIED,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biomaterials,No,Yes,No,No
WUHAN INST BIOLOGICAL PROD CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biological Products,No,Yes,No,No
WUHAN JIAHAI ZHIYAO TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Technology,No,Yes,No,No
WUHAN JINJIAN BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,Yes
WUHAN JINYINTAN HOSPITAL,[Not Available],"Wuhan, China",[Not Available],[Not Available],Hospital,No,No,No,No
WUHAN JINYITAI BIOLOGICAL CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biological Technology,No,Yes,No,No
WUHAN JUNXU IND CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],[Not Available],No,Yes,No,No
WUHAN KAITUO BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN KANGNUOXIN MEDICAL TECHNOLOGY CO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Medical Technology,No,Yes,No,No
WUHAN KANGPET BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN KANGXINRUI GENETIC HEALTH TECHNOLO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Genetic Health,No,Yes,No,No
WUHAN KELAI ENERGY TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Energy Technology,No,Yes,No,No
WUHAN KEQIAN ANIMAL BIOLOGICAL PROD CO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Animal Biological Products,No,Yes,No,No
WUHAN KEYUAN ANBO BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN KINGMED DIAGNOSTICS CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Diagnostics,No,Yes,No,No
WUHAN LANDING CLOUD MEDICAL LAB CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Medical Laboratory,No,Yes,No,No
WUHAN LANGLAI TECHNOLOGY DEV CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Technology Development,No,Yes,No,No
WUHAN LANSHA MEDICAL TESTING LAB CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Medical Testing,No,Yes,No,No
WUHAN LIFE TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Technology,No,Yes,No,No
WUHAN LIZHI HEALTH PROD CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Health Products,No,Yes,No,No
WUHAN LL SCI & TECHNOLOGY DEV CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Science & Technology Development,No,Yes,No,Yes
WUHAN MENTAL HEALTH CENT,[Not Available],"Wuhan, China",[Not Available],[Not Available],Mental Health,No,No,No,No
WUHAN MGI TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN MINGLIAO BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN NADAKANG BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN NANOMAGBIO TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Nanotechnology,No,Yes,No,No
WUHAN NEUROPHTH BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN OPTICS VALLEY VCANBIO CELL & GENE,[Not Available],"Wuhan, China",[Not Available],[Not Available],Cell & Gene Therapy,No,Yes,No,No
WUHAN OPTICS VALLEY ZHONGYUAN PHARM CO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
WUHAN REACH DIAGNOSTIC BIOTECH CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Diagnostics,No,Yes,No,No
WUHAN RUIFA MEDICAL EQUIP CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Medical Equipment,No,Yes,No,No
WUHAN SHENGRUN BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN SITAIDE MEDICAL TEST LAB CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Medical Testing,No,Yes,No,No
WUHAN TAIRUI MEDICAL TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Medical Technology,No,Yes,No,No
WUHAN TANGZHI PHARM CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
WUHAN TIANZHU BIOLOGICAL ENG CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biological Engineering,No,Yes,No,No
WUHAN VIROLOGY ACAD INST,[Not Available],"Wuhan, China",[Not Available],[Not Available],Virology,Yes,No,Yes,Yes
WUHAN WUCHANG SHOUYI COMMUNITY HEALTH,[Not Available],"Wuhan, China",[Not Available],[Not Available],Community Health,No,No,No,No
WUHAN WUYAO PHARM CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
WUHAN YOURVAX BIOTECH CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN YOUWEI BIOTECHNOLOGY CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHAN YUANSHENG YAOGU BIO-PHARM TECHNOLO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Bio-Pharmaceutical Technology,No,Yes,No,No
WUHAN ZHENGBAITAIGU PHARM CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
WUHAN ZHONGKE KELI OPTOELECTRONIC TECHNO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Optoelectronics,No,Yes,No,No
WUHAN ZHONGSHENG YUJIN BIOMEDICINE CO,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biomedicine,No,Yes,No,No
WUHAN ZHONGZHI BIOTECHNOLOGIES CO LTD,[Not Available],"Wuhan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUHEZI CHUANGZHI XIAMEN MEDICAL TECHNOLO,[Not Available],"Xiamen, China",[Not Available],[Not Available],Medical Technology,No,Yes,No,No
WUHEZI XINSHENG MEDICAL TECHNOLOGY CO,[Not Available],"Xiamen, China",[Not Available],[Not Available],Medical Technology,No,Yes,No,No
WUHU YINGTEFEIER BIOLOGICAL PROD IND INS,[Not Available],"Wuhu, China",[Not Available],[Not Available],Biological Products,No,Yes,No,No
WUJIANG OFFSHORE PROTEIN TECHNOLOGY CO,[Not Available],"Wujiang, China",[Not Available],[Not Available],Protein Technology,No,Yes,No,No
WUXI APPTEC CO LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Contract Research,No,Yes,No,No
WUXI BIOLOGICS LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Biologics,No,Yes,No,No
WUXI BIOTEKE BIOTECHNOLOGY CO LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUXI CENT DISEASE CONTROL & PREVENTION,[Not Available],"Wuxi, China",[Not Available],[Not Available],Disease Control & Prevention,Yes,No,Yes,No
WUXI CUSTOMS DISTRICT PEOPLES REPUBLIC,[Not Available],"Wuxi, China",[Not Available],[Not Available],Customs,Yes,No,No,No
WUXI FENGRUI SOFTWARE DEV CO LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Software Development,No,Yes,No,Yes
WUXI FIFTH PEOPLES HOSPITAL,[Not Available],"Wuxi, China",[Not Available],[Not Available],Hospital,No,No,No,No
WUXI FUWEIER BIOMEDICAL TECHNOLOGY CO,[Not Available],"Wuxi, China",[Not Available],[Not Available],Biomedical Technology,No,Yes,No,No
WUXI HONGGUANG MICROELECTRONIC CO LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Microelectronics,No,Yes,No,No
WUXI JINGJIAN BIOTECHNOLOGY CO LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUXI JINGZHE TECHNOLOGY CO LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Technology,No,Yes,No,No
WUXI NICER BIOTECHNOLOGY CO LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,Yes
WUXI PEOPLES HOSPITAL,[Not Available],"Wuxi, China",[Not Available],[Not Available],Hospital,No,No,No,No
WUXI SHENGWEIRAN BIOTECHNOLOGY CO LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
WUXI SHENRUI BIOLOGICAL PROD CO LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Biological Products,No,Yes,No,No
WUXI YIDING INTELLIGENT MFG TECHNOLOGY,[Not Available],"Wuxi, China",[Not Available],[Not Available],Intelligent Manufacturing Technology,No,Yes,No,No
WUXI ZHENGZE PRECISION MEDICAL TEST CO,[Not Available],"Wuxi, China",[Not Available],[Not Available],Precision Medical Testing,No,Yes,No,No
WYOMINGV IMMUNE INC,[Not Available],[Not Available],[Not Available],[Not Available],Immunology,No,Yes,No,No
WYSE BIO-MED GUANGDONG CO LTD,[Not Available],"Guangdong, China",[Not Available],[Not Available],Bio-Medical,No,Yes,No,No
X GLOO GMBH & CO KG,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
X-19 BIOSECURITY LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biosecurity,No,Yes,No,No
X4 PHARM INC,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
XANADU BIO INC,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XAP THERAPEUTICS LTD,[Not Available],[Not Available],[Not Available],[Not Available],Therapeutics,No,Yes,No,No
XARES INNOVATIVE SOLUTIONS GMBH,[Not Available],[Not Available],[Not Available],[Not Available],Innovative Solutions,No,Yes,No,No
XBIOLOGIX INC,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XCMR INC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
XEBIOS DIAGNOSTICS GMBH,[Not Available],[Not Available],[Not Available],[Not Available],Diagnostics,No,Yes,No,No
XENOHELIX CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XENOTHERA,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
XENOTHERAPEUTICS CORP,[Not Available],[Not Available],[Not Available],[Not Available],Therapeutics,No,Yes,No,No
XENOZYME CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Enzymes,No,Yes,No,No
XEQUEL BIO INC,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XERAGENX LLC,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,Yes
XI'AN FIRST HOSPITAL,[Not Available],"Xi'an, China",[Not Available],[Not Available],Hospital,No,No,No,No
XIAMEN AMONMED BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN AMPLLY BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN BAOTAI BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN BIAO BIOLOGICAL ENG CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biological Engineering,No,Yes,No,No
XIAMEN BIOTIME BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN BOANG BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN BOSON BIOTECH CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN CARE S & T INST CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Science & Technology,No,Yes,No,No
XIAMEN CENTURY BRASS MFG CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Manufacturing,No,Yes,No,No
XIAMEN CITY CENT DISEASE CONTROL,[Not Available],"Xiamen, China",[Not Available],[Not Available],Disease Control,No,No,No,No
XIAMEN DANGSHENG NEW MATERIAL CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],New Materials,No,Yes,No,No
XIAMEN FORTUNE BIOTECH CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN FUCHEN BAIAO BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN FULIU BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN FUNANO NEW MATERIAL TECHNOLOGY CO,[Not Available],"Xiamen, China",[Not Available],[Not Available],New Materials Technology,No,Yes,No,No
XIAMEN HEALTH ENG & INNOVATION RES INST,[Not Available],"Xiamen, China",[Not Available],[Not Available],Health Engineering & Innovation,No,No,Yes,No
XIAMEN HIGIA MEDICAL TECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Medical Technology,No,Yes,No,No
XIAMEN INNOVAX BIOTECH CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN KELINDA ENVIRONMENTAL PROTECTION,[Not Available],"Xiamen, China",[Not Available],[Not Available],Environmental Protection,No,Yes,No,No
XIAMEN KING LONG UNITED AUTOMOTIVE IND C,[Not Available],"Xiamen, China",[Not Available],[Not Available],Automotive,No,Yes,No,No
XIAMEN LUJIA BIOLOGICAL TECHNOLOGY CO,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biological Technology,No,Yes,No,No
XIAMEN MICALRUN TECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Technology,No,Yes,No,No
XIAMEN NKD BIOTECH CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN PUKANG TONGCHUANG BIOTECHNOLOGY,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN RARE EARTH MATERIALS INST,[Not Available],"Xiamen, China",[Not Available],[Not Available],Rare Earth Materials,No,No,Yes,No
XIAMEN RUNKANGYUAN BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN SPACE PEPTIDES PHARM CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Peptides and Pharmaceuticals,No,Yes,No,No
XIAMEN TONGPU BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN TONGRENXIN BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN TREATGUT BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN UNION RESPIRATORY HEALTH INST,[Not Available],"Xiamen, China",[Not Available],[Not Available],Respiratory Health,No,No,Yes,No
XIAMEN UNITED RESPIRATORY HEALTH INST,[Not Available],"Xiamen, China",[Not Available],[Not Available],Respiratory Health,No,No,Yes,No
XIAMEN WEIYANG PHARM CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
XIAMEN WEIZHENG BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN WINBIO BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN YILIAN ZHONGYIHUI TECHNOLOGY CO,[Not Available],"Xiamen, China",[Not Available],[Not Available],Technology,No,Yes,No,Yes
XIAMEN YILIANTI PATHOLOGICAL DIAGNOSIS,[Not Available],"Xiamen, China",[Not Available],[Not Available],Pathological Diagnosis,No,No,No,No
XIAMEN YINGBOMAI BIOTECHNOLOGY CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN YIXIAN PHARM CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
XIAMEN YIXIEHANG PLASTIC CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Plastics,No,Yes,No,No
XIAMEN YUNPENG TECHNOLOGY DEV CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Technology Development,No,Yes,No,No
XIAMEN ZEESAN BIOTECH CO LTD,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAMEN ZHISHAN BIOLOGICAL TECHNOLOGY CO,[Not Available],"Xiamen, China",[Not Available],[Not Available],Biological Technology,No,Yes,No,No
XIAMEN ZHONGLINGYI YOUCHUANG TECHNOLOGY,[Not Available],"Xiamen, China",[Not Available],[Not Available],Technology,No,Yes,No,No
XIAN BEILIN PHARM CO LTD,[Not Available],"Xian, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
XIAN BIOREALCOMING BIOMEDICAL CENT CO,[Not Available],"Xian, China",[Not Available],[Not Available],Biomedical,No,No,Yes,Yes
XIAN EIGHTH HOSPITAL,[Not Available],"Xian, China",[Not Available],[Not Available],Hospital,No,No,No,No
XIAN GUOLIAN QUALITY TESTING TECHNOLOGY,[Not Available],"Xian, China",[Not Available],[Not Available],Quality Testing Technology,No,Yes,No,No
XIAN JABOHAN BIOTECH CO LTD,[Not Available],"Xian, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,Yes
XIAN NO 5 HOSPITAL,[Not Available],"Xian, China",[Not Available],[Not Available],Hospital,No,No,No,No
XIAN RARE METAL MATERIAL RES INST CO LTD,[Not Available],"Xian, China",[Not Available],[Not Available],Rare Metal Materials,No,No,Yes,No
XIAN SITENG NEW TECHNOLOGY CO LTD,[Not Available],"Xian, China",[Not Available],[Not Available],New Technology,No,Yes,No,No
XIAN TIANLONG SCI & TECHNOLOGY CO LTD,[Not Available],"Xian, China",[Not Available],[Not Available],Science & Technology,No,Yes,No,Yes
XIAN TRADITIONAL CHINESE MEDICINE MULTI,[Not Available],"Xian, China",[Not Available],[Not Available],Traditional Chinese Medicine,No,No,No,No
XIAN XIANFU BIOTECHNOLOGY CO LTD,[Not Available],"Xian, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIAN XINYU NEW MATERIAL TECHNOLOGY CO,[Not Available],"Xian, China",[Not Available],[Not Available],New Material Technology,No,Yes,No,No
XIANGBEI WELMAN PHARM CO LTD,[Not Available],"Xiangbei, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
XIANGHU LAB AGRIC ZHEJIANG LAB,[Not Available],"Zhejiang, China",[Not Available],[Not Available],Agricultural Laboratory,No,No,Yes,Yes
XIANGYANG CENT HOSPITAL,[Not Available],"Xiangyang, China",[Not Available],[Not Available],Hospital,No,No,No,No
XIANJING BIOLOGY SUZHOU CO LTD,[Not Available],"Suzhou, China",[Not Available],[Not Available],Biology,No,Yes,No,Yes
XIANNING CENT HOSPITAL,[Not Available],"Xianning, China",[Not Available],[Not Available],Hospital,No,No,No,No
XIAOMO BIOTECH LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
