Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
UNIV SOOKMYUNG WOMEN'S INDUSTRIAL ACADEMIC COOP,http://www.sookmyung.ac.kr,"Seoul, South Korea",Sookmyung Women's University cooperates with industry to develop academic programs and conduct research.,[Not Available],Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SOONCHUNHYANG INDUSTRIAL ACADEMIC COOP FOUNDATION,http://www.sch.ac.kr,"Asan, South Korea",The Soonchunhyang University Academic and Industrial Cooperation Foundation fosters collaboration between academia and industry.,[Not Available],Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SORBONNE,http://www.sorbonne-universite.fr,"Paris, France","The Sorbonne University is one of the most prestigious higher education institutions in France, offering a wide range of academic courses and carrying out research in various areas.",1257,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SOUTH CAROLINA,http://www.sc.edu,"Columbia, USA",The University of South Carolina offers a wide range of academic programs and conducts research in a variety of areas.,1801,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SOUTH CHINA,http://www.scnu.edu.cn,"Guangzhou, China",South China University offers a variety of academic programs and conducts research in various areas.,1933,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SOUTH CHINA AGRICULTURAL,http://www.scau.edu.cn,"Guangzhou, China",South China Agricultural University focuses on education and research in the fields of agriculture and related sciences.,1956,Education,No,No,Yes,No,Public,"Agriculture, Environmental Sciences"
UNIV SOUTH CHINA NORMAL,http://www.scnu.edu.cn,"Guangzhou, China",South China Normal University offers courses in education and conducts research in various academic areas.,1933,Education,No,No,Yes,No,Public,Education
UNIV SOUTH CHINA SCIENCE & TECHNOLOGY,http://www.scut.edu.cn,"Guangzhou, China",South China University of Science and Technology conducts research and offers academic programs in science and technology.,1952,Education,No,No,Yes,No,Public,"Sciences, Technology"
UNIV SOUTH CHINA TECHNOLOGY,http://www.scut.edu.cn,"Guangzhou, China","Similar to the South China University of Science and Technology, it offers courses and conducts research in technology.",[Not Available],Education,No,No,Yes,No,Public,Technology
UNIV SOUTH FLORIDA,http://www.usf.edu,"Tampa, USA",The University of South Florida offers a wide range of academic programs and conducts research in a variety of areas.,1956,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SOUTH SCIENCE & TECHNOLOGY,http://www.scut.edu.cn,"Guangzhou, China","Similar to the South China University of Science and Technology, it offers courses and conducts research in science and technology.",[Not Available],Education,No,No,Yes,No,Public,"Sciences, Technology"
UNIV SOUTHEAST,http://www.seu.edu.cn,"Nanjing, China",Southeastern University offers a wide range of academic courses and conducts research across a range of disciplines.,1902,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SOUTHERN CALIFORNIA,http://www.usc.edu,"Los Angeles, USA",The University of Southern California offers a wide range of academic programs and conducts research in various areas.,1880,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV SOUTHERN LEYTE STATE,http://www.slsu.edu.ph,"Sogod, Philippines",Southern Leyte State University provides education in various fields and conducts academic research.,1978,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SOUTHERN MEDICAL,http://www.southernmed.edu.cn,[Not Available],"University focused on medicine and health, offering academic programs and carrying out research in the medical field.",[Not Available],Education,No,No,Yes,Yes,Public,Medicine
UNIV SOUTHERN METHODIST,http://www.smu.edu,"Dallas, USA",Southern Methodist University offers a variety of academic courses and conducts research in a variety of disciplines.,1911,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV SOUTHERN SCIENCE & TECHNOLOGY,http://www.sustech.edu.cn,"Shenzhen, China",The Southern University of Science and Technology conducts research and offers courses in science and technology.,2011,Education,No,No,Yes,No,Public,"Sciences, Technology"
UNIV SOUTHWEST,http://www.swjtu.edu.cn,"Chengdu, China",The University of the Southwest offers a wide range of academic programs and conducts research in a variety of areas.,1896,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SOUTHWEST JIAOTONG,http://www.swjtu.edu.cn,"Chengdu, China",Southwest Jiaotong University offers academic programs and conducts research mainly in engineering and technology.,1896,Education,No,No,Yes,No,Public,"Engineering, Technology"
UNIV SOUTHWEST MEDICAL AFFILIATED HOSPITAL,http://www.swhospital.com,"Chengdu, China","Hospital affiliated with the University of the Southwest, offering medical care and carrying out research in the health area.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV SOUTHWEST MINZU,http://www.swun.edu.cn,"Chengdu, China","Minzu Southwest University offers courses and conducts research in various areas, with a focus on culture and ethnic diversity.",1950,Education,No,No,Yes,No,Public,"Multidisciplinary, Ethnic Studies"
UNIV SOUTHWEST SCIENCE & TECHNOLOGY,http://www.swust.edu.cn,"Mianyang, China",The Southwest University of Science and Technology conducts research and offers courses in science and technology.,1952,Education,No,No,Yes,No,Public,"Sciences, Technology"
UNIV SRM,http://www.srmist.edu.in,"Kattankulathur, India",SRM University offers a wide range of academic courses and conducts research in various areas.,1985,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV ST ANDREWS,http://www.st-andrews.ac.uk,"St Andrews, Scotland","The University of St Andrews is one of the oldest and most renowned universities in the United Kingdom, offering courses and carrying out research in a variety of areas.",1413,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV ST LOUIS,http://www.slu.edu,"St. Louis, USA",St. Louis University offers a wide range of academic programs and conducts research across multiple disciplines.,1818,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV ST MARIANNA SCHOOL OF MEDICINE,http://www.smmc.or.jp,"Kawasaki, Japan",St. Marianna School of Medicine conducts research and offers academic programs in the field of medicine.,1977,Education,No,No,Yes,Yes,Private,Medicine
UNIV ST PETERSBURG STATE,http://www.spbu.ru,"Saint Petersburg, Russia","Saint Petersburg State University is one of Russia's leading higher education institutions, offering a wide range of academic courses and carrying out research.",1724,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV STANFORD,http://www.stanford.edu,"Stanford, USA","Stanford University is one of the most prestigious universities in the world, offering a wide range of academic courses and carrying out research across multiple disciplines.",1885,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV STATE CAMPINAS (UNICAMP),http://www.unicamp.br,"Campinas, Brazil","The State University of Campinas is one of the main universities in Brazil, offering a wide range of academic programs and carrying out research in various areas.",1966,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV STATE NEW JERSEY,http://www.rutgers.edu,"New Brunswick, USA","Rutgers University, State of New Jersey, offers a wide range of academic courses and conducts research in various areas.",1766,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV STELLENBOSCH,http://www.sun.ac.za,"Stellenbosch, South Africa","Stellenbosch University is a renowned higher education institution in South Africa, offering academic programs and carrying out research in a variety of areas.",1866,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV STRASBOURG,http://www.unistra.fr,"Strasbourg, France",The University of Strasbourg offers a wide range of academic courses and carries out research in various disciplines.,1538,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV STRATHCLYDE,http://www.strath.ac.uk,"Glasgow, Scotland","The University of Strathclyde is one of the UK's leading universities, offering academic courses and carrying out research in a range of areas.",1796,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SUN YAT-SEN,http://www.sysu.edu.cn,"Guangzhou, China",Sun Yat-sen University offers a wide range of academic programs and conducts research in diverse areas.,1924,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SUNGKYUNKWAN RESEARCH & BUSINESS FOUNDATION,http://www.skkubf.or.kr,"Seoul, South Korea","Research and business foundation associated with Sungkyunkwan University, focused on innovation and development.",2000,Research & Business Development,No,No,Yes,No,Private,Research and Development
UNIV SUNMOON INDUSTRIAL COOPERATION FOUNDATION,http://www.sunmoon.ac.kr,"Asan, South Korea","Industrial cooperation foundation associated with Sunmoon University, promoting partnerships between academia and industry.",2003,Industrial Cooperation,No,No,Yes,No,Private,Industrial Cooperation
UNIV SURAKARTA MUHAMMADIYAH,http://www.ums.ac.id,"Surakarta, Indonesia",Muhammadiyah University of Surakarta offers a variety of academic programs and conducts research in diverse areas.,1958,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV SURESH GYAN VIHAR,http://www.gyanvihar.org,"Jaipur, India",Suresh Gyan Vihar University offers a wide range of academic courses and conducts research across various disciplines.,1994,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV SUZHOU FIRST AFFILIATED HOSPITAL,http://www.szhospital.com,"Suzhou, China","Hospital affiliated with Suzhou University, offering medical care and conducting healthcare research.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV SUZHOU SCIENCE & TECHNOLOGY,http://www.sust.edu.cn,"Suzhou, China",Suzhou University of Science and Technology conducts research and offers courses in science and technology.,2000,Education,No,No,Yes,No,Public,"Sciences, Technology"
UNIV SUZUKA MEDICAL SCI,http://www.suzuka-med.ac.jp,"Suzuka, Japan","University focused on medicine and health sciences, offering academic programs and carrying out research in the medical field.",1973,Education,No,No,Yes,Yes,Private,Medicine
UNIV SWAMI RAMA HIMALAYAN,http://www.srimahila.edu.in,"Dehradun, India","Swami Rama Himalayan University offers academic programs and conducts research in various areas, with a special focus on health sciences and medicine.",1995,Education,No,No,Yes,Yes,Private,"Medicine, Health Sciences"
UNIV SWAMI VIVEKANANDA,http://www.svsc.edu.in,"Kolkata, India",Swami Vivekananda University offers a wide range of academic courses and conducts research across various disciplines.,2005,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV SYDDANSK,http://www.sdu.dk,"Odense, Denmark",The University of Southern Denmark offers a wide range of academic programs and conducts research in a variety of areas.,1998,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SYDNEY,http://www.sydney.edu.au,"Sydney, Australia","The University of Sydney is one of Australia's leading universities, offering a wide range of academic courses and carrying out research across a range of disciplines.",1850,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT PUNE (SYMBIOSIS INTERNATIONAL),http://www.sibmpune.edu.in,"Pune, India",The Symbiosis Business Management Institute offers programs in administration and conducts research in areas related to business and management.,1996,Education,No,No,Yes,No,Private,Business Administration
UNIV SYMBIOSIS INTERNATIONAL DEEMED,http://www.siu.edu.in,"Pune, India",Symbiosis International Deemed University offers a wide range of academic programs and conducts research across multiple disciplines.,2002,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV SYRACUSE,http://www.syracuse.edu,"Syracuse, USA",Syracuse University offers a wide range of academic programs and conducts research in a variety of areas.,1870,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV TC USKUDAR,http://www.uskudar.edu.tr,"Istanbul, TÃ¼rkiye",Uskudar University offers academic programs and conducts research mainly in the areas of health sciences and medicine.,2011,Education,No,No,Yes,No,Private,"Health Sciences, Medicine"
UNIV TADULAKO SENTRA,http://www.untad.ac.id,"Palu, Indonesia",Tadulako University offers a wide range of academic programs and conducts research across various disciplines.,1981,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TAIPEI MEDICAL,http://www.tmu.edu.tw,"Taipei, Taiwan","Taipei Medical University specializes in medicine and health sciences, offering academic programs and conducting medical research.",1960,Education,No,No,Yes,Yes,Public,Medicine
UNIV TAIWAN NATIONAL HOSPITAL,http://www.ntuh.gov.tw,"Taipei, Taiwan","Hospital affiliated with National Taiwan University, providing medical care and conducting healthcare research.",1895,Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV TAIYUAN TECHNOLOGY,http://www.tyut.edu.cn,"Taiyuan, China",Taiyuan University of Technology offers academic programs and conducts research mainly in engineering and technology.,1902,Education,No,No,Yes,No,Public,"Engineering, Technology"
UNIV TAIZHOU,http://www.tzc.edu.cn,"Taizhou, China",Taizhou University offers a wide range of academic courses and conducts research in various areas.,1978,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TAIZHOU CENTRAL HOSPITAL,http://www.tzch.com.cn,"Taizhou, China","Hospital affiliated with Taizhou University, offering medical care and conducting healthcare research.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV TAIZHOU WENLING RESEARCH INSTITUTE,http://www.wenlingedu.cn,"Taizhou, China","Research institute associated with Taizhou University, focused on various areas of research and development.",[Not Available],Research,No,No,Yes,No,Public,Research and Development
UNIV TALLINN TECHNOLOGY,http://www.ttu.ee,"Tallinn, Estonia",Tallinn University of Technology offers academic courses and conducts research in engineering and technology.,1918,Education,No,No,Yes,No,Public,"Engineering, Technology"
UNIV TC ANKARA REKTÃRLÃÄÃ,http://www.ankara.edu.tr,"Ankara, TÃ¼rkiye","Ankara University, offering a wide range of academic courses and carrying out research in various disciplines.",1946,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TC ÃSKÃDAR,http://www.uskudar.edu.tr,"Istanbul, TÃ¼rkiye",Ãskudar University offers a wide range of academic courses and conducts research in various disciplines.,2011,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV TECH DARMSTADT,http://www.tu-darmstadt.de,"Darmstadt, Germany",The Technical University of Darmstadt offers academic programs and conducts research in science and engineering.,1877,Education,No,No,Yes,No,Public,"Engineering, Sciences"
UNIV TECH MÃNCHEN,http://www.tum.de,"Munich, Germany","The Technical University of Munich is one of Germany's leading universities, offering a wide range of academic programs and carrying out research in various areas.",1868,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TEHRAN,http://www.ut.ac.ir,"Tehran, Iran","The University of Tehran is one of Iran's leading higher education institutions, offering a wide range of academic courses and carrying out research in various disciplines.",1934,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TEIKYO,http://www.teikyo-u.ac.jp,"Tokyo, Japan",Teikyo University offers a wide range of academic courses and conducts research in various disciplines.,1966,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV TELKOM,http://www.telkomuniversity.ac.id,"Bandung, Indonesia",Telkom University offers academic programs and conducts research mainly in computer science and engineering.,2014,Education,No,No,Yes,No,Private,"Computer Science, Engineering"
UNIV TEMPLE,http://www.temple.edu,"Philadelphia, USA",Temple University offers a wide range of academic programs and conducts research in a variety of areas.,1884,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TENNESSEE RESEARCH FOUNDATION,http://www.utrf.tennessee.edu,"Knoxville, USA","Research foundation associated with the University of Tennessee, focused on promoting and supporting research and technological development.",2006,Research,No,No,Yes,No,Public,Research and Development
UNIV TEXAS,http://www.utexas.edu,"Austin, USA","The University of Texas at Austin is a renowned institution of higher education, offering a wide range of academic programs and conducting research across multiple disciplines.",1883,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TEZPUR,http://www.tezu.ernet.in,"Tezpur, India","Tezpur University offers academic programs and conducts research across various disciplines, with a special focus on science and engineering.",1994,Education,No,No,Yes,No,Public,"Sciences, Engineering"
UNIV THESSALONIKI ARISTOTLE,http://www.auth.gr,"Thessaloniki, Greece","Aristotle University of Thessaloniki is one of the largest universities in Greece, offering a wide range of courses and carrying out research in various areas.",1925,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV THESSALY,http://www.uth.gr,"Volos, Greece","The University of Thessaly offers academic programs and conducts research in various disciplines, including science, engineering and humanities.",1984,Education,No,No,Yes,No,Public,"Sciences, Engineering, Humanities"
UNIV THIRD MILITARY MEDICAL,http://www.3fmm.edu.cn,"Chongqing, China","Third Hospital University of Military Medicine specializes in health sciences and medicine, offering academic programs and conducting research in the medical field.",1958,Education,No,No,Yes,Yes,Public,Medicine
UNIV TIANJIN,http://www.tju.edu.cn,"Tianjin, China","Tianjin University offers a wide range of academic programs and conducts research in various disciplines, including engineering and science.",1895,Education,No,No,Yes,No,Public,"Engineering, Sciences"
UNIV TIANJIN CHENGJIAN,http://www.tju.edu.cn,"Tianjin, China","Tianjin Chengjian University specializes in civil engineering and construction, offering academic programs and conducting research in the field.",[Not Available],Education,No,No,Yes,No,Public,Civil Engineering
UNIV TIANJIN MEDICAL GENERAL HOSPITAL,http://www.tjmuch.com,"Tianjin, China","Hospital associated with Tianjin University, offering medical care and conducting health research.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV TIANJIN NORMAL,http://www.tjnu.edu.cn,"Tianjin, China","Tianjin Normal University offers a wide range of academic programs, focusing on education and social sciences.",1958,Education,No,No,Yes,No,Public,"Education, Social Sciences"
UNIV TIANJIN SCIENCE & TECHNOLOGY,http://www.tust.edu.cn,"Tianjin, China",Tianjin University of Technology and Science offers courses in science and technology and conducts research in these areas.,1978,Education,No,No,Yes,No,Public,"Science, Technology"
UNIV TIANJIN TRADITIONAL CHINESE MEDICINE,http://www.tjutcm.edu.cn,"Tianjin, China",Tianjin University of Traditional Chinese Medicine specializes in traditional Chinese medicine and conducts research in this area.,1958,Education,No,No,Yes,No,Public,Traditional Chinese Medicine
UNIV TOHOKU,http://www.tohoku.ac.jp,"Sendai, Japan","Tohoku University offers a wide range of academic programs and conducts research across various disciplines, with a special focus on science and engineering.",1907,Education,No,No,Yes,No,Public,"Sciences, Engineering"
UNIV TOHOKU NATIONAL CORPORATION,http://www.tohoku.ac.jp,"Sendai, Japan","Concerning Tohoku University, which is a national institution dedicated to education and research in various disciplines.",1907,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TOKAI,http://www.u-tokai.ac.jp,"Shizuoka, Japan","Tokai University offers a wide range of academic courses and conducts research across various disciplines, with a focus on science and technology.",1949,Education,No,No,Yes,No,Private,"Sciences, Technology"
UNIV TOKAI NATIONAL CORPORATION HIGHER EDUCATION,http://www.u-tokai.ac.jp,"Shizuoka, Japan","Referring to Tokai University, which is a national institution dedicated to higher education and research.",1949,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV TOKUSHIMA,http://www.tokushima-u.ac.jp,"Tokushima, Japan","Tokushima University offers a wide range of academic courses and conducts research in various disciplines, including science and medicine.",1949,Education,No,No,Yes,No,Public,"Sciences, Medicine"
UNIV TOKUSHIMA NATIONAL CORPORATION,http://www.tokushima-u.ac.jp,"Tokushima, Japan","Concerning Tokushima University, a national institution dedicated to education and research in various disciplines.",1949,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TOKYO,http://www.u-tokyo.ac.jp,"Tokyo, Japan","The University of Tokyo is one of Japan's leading universities, offering a wide range of academic programs and carrying out research in various areas.",1877,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TOKYO AGRICULTURE & TECHNOLOGY,http://www.tuat.ac.jp,"Tokyo, Japan",Tokyo University of Agriculture and Technology offers courses and conducts research in agriculture and technology.,1949,Education,No,No,Yes,No,Public,"Agriculture, Technology"
UNIV TOKYO JOSHI IKA,http://www.tmd.ac.jp,"Tokyo, Japan","Tokyo University of Dental Medicine, specializing in dentistry and health.",1899,Education,No,No,Yes,No,Public,Dentistry
UNIV TOKYO MEDICAL,http://www.tmd.ac.jp,"Tokyo, Japan","Tokyo Medical University, focused on courses and research in the medical field.",1949,Education,No,No,Yes,No,Public,Medicine
UNIV TOKYO NATIONAL CORPORATION TOKYO MEDICAL & DENTAL,http://www.tmd.ac.jp,"Tokyo, Japan","Referring to Tokyo National University, which covers areas of medicine and dentistry.",1949,Education,No,No,Yes,No,Public,"Medicine, Dentistry"
UNIV TOKYO PHARMACY & LIFE SCIENCES,http://www.t.u-tokyo.ac.jp,"Tokyo, Japan",The University of Tokyo offers programs and research in the areas of pharmacy and life sciences.,1877,Education,No,No,Yes,No,Public,"Pharmacy, Life Sciences"
UNIV TOKYO SCIENCE FOUNDATION,http://www.u-tokyo.ac.jp,"Tokyo, Japan","Foundation associated with the University of Tokyo, dedicated to supporting scientific research in various disciplines.",[Not Available],Research,No,No,Yes,No,Public,Scientific Research
UNIV TOKYO WOMEN'S MEDICAL,http://www.tmd.ac.jp,"Tokyo, Japan","Tokyo Women's Medical University, specializing in women's medical education and related research.",[Not Available],Education,No,No,Yes,No,Public,Medicine
UNIV TONGJI,http://www.tongji.edu.cn,"Shanghai, China","Tongji University is one of China's leading universities, offering a wide range of academic courses and carrying out research in various areas, especially engineering and architecture.",1907,Education,No,No,Yes,No,Public,"Engineering, Architecture"
UNIV TONGJI AFFILIATED EAST HOSPITAL,http://www.easthospital.org,"Shanghai, China","Hospital affiliated with Tongji University, offering medical care and conducting healthcare research.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV TORINO,http://www.unito.it,"Turin, Italy",The University of Turin is a higher education institution with a wide range of academic courses and research centers across various disciplines.,1404,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TORONTO,http://www.utoronto.ca,"Toronto, Canada","The University of Toronto is one of the leading universities in Canada and the world, offering a wide range of academic programs and carrying out research in diverse areas.",1827,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TORONTO GOVERNING COUNCIL,http://www.governingcouncil.utoronto.ca,"Toronto, Canada","University of Toronto Governing Board, responsible for the administration and oversight of the university.",[Not Available],Education,No,No,No,No,Public,Administration
UNIV TORONTO MANAGEMENT COMMITTEE,http://www.utoronto.ca/management,"Toronto, Canada","University of Toronto Management Committee, charged with the administration and operational management of the university.",[Not Available],Education,No,No,No,No,Public,Management
UNIV TOTTORI,http://www.tottori-u.ac.jp,"Tottori, Japan",Tottori University offers a wide range of academic courses and conducts research in various disciplines.,1949,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TOTTORI NATIONAL CORPORATION,http://www.tottori-u.ac.jp,"Tottori, Japan","Referring to Tottori National University, dedicated to education and research in various disciplines.",1949,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TOULOUSE CENT HOSPITALIER,http://www.chu-toulouse.fr,"Toulouse, France","Hospital associated with the University of Toulouse, offering medical care and carrying out research in the health field.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV TOULOUSE III PAUL SABATIER,http://www.univ-tlse3.fr,"Toulouse, France",Toulouse III Paul Sabatier University offers a wide range of academic courses and conducts research in various disciplines.,1969,Education,No,No,Yes,No,Public,"Sciences, Engineering"
UNIV TOYAMA,http://www.u-toyama.ac.jp,"Toyama, Japan","Toyama University offers a wide range of academic programs and conducts research across various disciplines, with a special focus on science and engineering.",1949,Education,No,No,Yes,No,Public,"Sciences, Engineering"
UNIV TOYOHASHI TECHNOLOGY,http://www.tut.ac.jp,"Toyohashi, Japan","Toyohashi University of Technology specializes in engineering and technology, offering courses and carrying out research in these areas.",1976,Education,No,No,Yes,No,Public,"Engineering, Technology"
UNIV TRÃS-OS-MONTES AND ALTO DOURO,http://www.utad.pt,"Vila Real, Portugal","The University of TrÃ¡s-os-Montes and Alto Douro offers a wide range of academic programs and carries out research in various areas, with a focus on science and technology.",1986,Education,No,No,Yes,No,Public,"Sciences, Technology"
UNIV TSINGHUA,http://www.tsinghua.edu.cn,"Beijing, China","Tsinghua University is one of China's leading universities, offering a wide range of academic courses and carrying out research in various disciplines, especially engineering and science.",1911,Education,No,No,Yes,No,Public,"Engineering, Sciences"
UNIV TSINGHUA RESEARCH INSTITUTE IN SHENZHEN,http://www.tsinghua.edu.cn/publish/shenzhen/,"Shenzhen, China","Research Institute of Tsinghua University in Shenzhen, focused on research and development in various disciplines.",[Not Available],Research,No,No,Yes,No,Public,Research
UNIV TSINGHUA YANGTZE DELTA REGIONAL INSTITUTE,http://www.tsinghua.edu.cn,"Yangtze Delta, China","Tsinghua University Regional Institute in the Yangtze Delta region, focused on regional research and development.",[Not Available],Research,No,No,Yes,No,Public,Regional Research
UNIV TSUKUBA,http://www.tsukuba.ac.jp,"Tsukuba, Japan",The University of Tsukuba is a higher education institution that offers a wide range of courses and conducts research in various academic areas.,1973,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TÃBINGEN EBERHARD-KARLS,http://www.uni-tuebingen.de,"TÃ¼bingen, Germany",Eberhard Karls University TÃ¼bingen offers a wide range of academic courses and conducts research in various disciplines.,1477,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TULA STATE,http://www.tulstu.ru,"Tula, Russia",Tula State University offers academic courses and conducts research in various disciplines.,1930,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV TULSA,http://www.utulsa.edu,"Tulsa, USA",The University of Tulsa offers a wide range of academic programs and conducts research across multiple disciplines.,1894,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV TYUMEN STATE MEDICAL,http://www.tyumed.ru,"Tyumen, Russia","Tyumen State Medical University, specializing in education and research in the field of medicine.",1963,Education,No,No,Yes,No,Public,Medicine
UNIV TZU CHI,http://www.tcu.edu.tw,"Hualien, Taiwan","Tzu Chi University is an institution dedicated to education and research, with an emphasis on medical sciences and humanities.",1994,Education,No,No,Yes,No,Private,"Medical Sciences, Humanities"
UNIV ULM,http://www.uni-ulm.de,"Ulm, Germany","The University of Ulm offers courses and conducts research in various academic areas, with a focus on science and engineering.",1967,Education,No,No,Yes,No,Public,"Sciences, Engineering"
UNIV ULSAN FOUNDATION INDUSTRIAL COOPERATION,http://www.ufic.ulsan.ac.kr,"Ulsan, South Korea","Ulsan University Industrial Cooperation Foundation, focused on promoting collaboration between university and industry.",[Not Available],Industrial Cooperation,No,No,Yes,No,Public,Industrial Cooperation
UNIV ULSTER,http://www.ulster.ac.uk,"Coleraine, Northern Ireland",The University of Ulster offers a wide range of academic courses and carries out research in a variety of areas.,1968,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV UNITED ARAB EMIRATES,http://www.uwe.ac.ae,"Al Ain, United Arab Emirates",UAE University offers a wide range of academic programs and conducts research across various disciplines.,1976,Education,Yes,No,Yes,No,Public,Multidisciplinary
UNIV URAL FEDERAL,http://www.urfu.ru,"Ekaterinburg, Russia",Ural Federal University offers academic courses and conducts research in various areas.,1920,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV URALS,http://www.urals.ru,"Ekaterinburg, Russia","Ural University, with a wide range of courses and a focus on research in various disciplines.",[Not Available],Education,No,No,Yes,No,Public,Multidisciplinary
UNIV UTAH,http://www.utah.edu,"Salt Lake City, USA",The University of Utah offers a wide range of academic programs and conducts research in a variety of areas.,1850,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV UTAH RESEARCH FOUNDATION,http://www.utah.edu/research,"Salt Lake City, USA","University of Utah Research Foundation, focused on promoting and supporting research activities at the university.",[Not Available],Research,No,No,Yes,No,Public,Research
UNIV UTRECHT HOLDING BV,http://www.utrechtholding.nl,"Utrecht, Netherlands",Utrecht University holding company focused on commercializing and supporting technology transfer.,[Not Available],Technology Transfer,No,Yes,No,No,Private,Technology Transfer
UNIV UTTARANCHAL,http://www.uau.ac.in,"Dehradun, India",Uttarakhand University offers academic courses and conducts research in various areas.,2001,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV V LJUBLJANI,http://www.uni-lj.si,"Ljubljana, Slovenia",The University of Ljubljana is a higher education institution that offers a wide range of academic programs and conducts research in various disciplines.,1919,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV VALENCIA,http://www.uv.es,"Valencia, Spain",The University of Valencia offers a wide range of academic programs and carries out research in various areas.,1499,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV VALENCIA POLYTECNIC,http://www.upv.es,"Valencia, Spain","The Polytechnic University of Valencia specializes in engineering and technology, offering courses and carrying out research in these areas.",1971,Education,No,No,Yes,No,Public,"Engineering, Technology"
UNIV VALL HEBRON INSTITUT DE RECERCA HOSPITAL,http://www.vallhebron.com,"Barcelona, ââSpain","Vall d'Hebron Hospital Research Institute, focused on biomedical research and health.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV VALLADOLID,http://www.uva.es,"Valladolid, Spain",The University of Valladolid offers a wide range of academic programs and carries out research in various areas.,1241,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV VANDERBILT,http://www.vanderbilt.edu,"Nashville, USA",Vanderbilt University offers a wide range of academic programs and conducts research across multiple disciplines.,1873,Education,No,No,Yes,No,Private,Multidisciplinary
