Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic),Institution Name
HECOSOL GMBH,[Not Available],[Not Available],Engages in health and environmental solutions.,[Not Available],Health / Environmental Solutions,No,Yes,No,No,
HEFEI CUSTOMS DISTRICT TECHNOLOGY CENT,[Not Available],"Hefei, China",Focuses on technology services related to customs.,[Not Available],Technology / Customs,Yes,No,No,No,
HEFEI DOULVGONG PHARM TECHNOLOGY CO LTD,[Not Available],"Hefei, China",Specializes in pharmaceutical technology.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HEFEI FIRST PEOPLES HOSPITAL,[Not Available],"Hefei, China",Provides general medical services.,[Not Available],Medical Services,No,No,No,Yes,
HEFEI INFECTIOUS DISEASE HOSPITAL,[Not Available],"Hefei, China",Specializes in infectious disease treatment.,[Not Available],Medical Services,No,No,No,Yes,
HEFEI KINGMED DIAGNOSTICS LAB CO LTD,[Not Available],"Hefei, China",Specializes in diagnostic laboratory services.,[Not Available],Diagnostics,No,Yes,No,No,
HEFEI NOVELGENE TECHNOLOGY SERVICE CO,[Not Available],"Hefei, China",Provides technology services related to genetics.,[Not Available],Genetic Technology,No,Yes,No,No,
HEFEI ORIGIN QUANTUM COMPUTATION TECHNOL,[Not Available],"Hefei, China",Focuses on quantum computation technology.,[Not Available],Quantum Computation,No,Yes,No,No,
HEFEI SCIBEN BIOTECHNOLOGY CO LTD,[Not Available],"Hefei, China",Specializes in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HEFEI TIANTAI TECHNOLOGY CO LTD,[Not Available],"Hefei, China",Engages in technology development.,[Not Available],Technology,No,Yes,No,No,
HEFEI WEIBO INTELLIGENT TECHNOLOGY CO,[Not Available],"Hefei, China",Focuses on intelligent technology solutions.,[Not Available],Intelligent Technology,No,Yes,No,No,
HEFEI YIYUAN FUSHI CULTURAL & CREATIVITY CO LTD,[Not Available],"Hefei, China",Engages in cultural and creative industries.,[Not Available],Cultural & Creativity,No,Yes,No,No,
HEFEI ZHONGKE PRECEDO BIOPHARMACEUTICAL,[Not Available],"Hefei, China",Specializes in biopharmaceuticals.,[Not Available],Biopharmaceuticals,No,Yes,No,No,
HEIDELBERG IMMUNOTHERAPEUTICS GMBH,[Not Available],"Heidelberg, Germany",Develops immunotherapy treatments.,[Not Available],Immunotherapy,No,Yes,No,No,
HEIDELBERG PHARMA RES GMBH,[Not Available],"Heidelberg, Germany",Focuses on pharmaceutical research.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HEILONGJIANG JINWANG BIOLOGICAL MEDICINE,[Not Available],"Heilongjiang, China",Specializes in biological medicine.,[Not Available],Biological Medicine,No,Yes,No,No,
HEILONGJIANG YINSULING ENVIRONMENTAL PRO,[Not Available],"Heilongjiang, China",Engages in environmental protection solutions.,[Not Available],Environmental Protection,No,Yes,No,No,
HEILONGJIANG ZBD PHARM CO LTD,[Not Available],"Heilongjiang, China",Focuses on pharmaceuticals.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HEIM PAL ORSZAGOS GYERMEKGYOGYASZATI INTEZET,[Not Available],Hungary,Specializes in pediatric care.,[Not Available],Pediatric Care,No,No,No,Yes,
HEIMAT CO LTD,[Not Available],[Not Available],Engages in various business activities.,[Not Available],[Not Available],No,Yes,No,No,
HEINRICH-PETTE-INST,[Not Available],[Not Available],Research institution focused on immunology and virology.,[Not Available],Research / Immunology / Virology,No,No,Yes,No,
HELIKS ALTAI LLC,[Not Available],"Altai, Russia",Specializes in biotechnology and pharmaceuticals.,[Not Available],Biotechnology / Pharmaceuticals,No,Yes,No,No,
HELIOS SHIELD LTD,[Not Available],[Not Available],Provides protective solutions and technologies.,[Not Available],Protective Solutions,No,Yes,No,No,
HELIX INC,[Not Available],[Not Available],Specializes in various technology solutions.,[Not Available],Technology,No,Yes,No,No,
HELIX NANOTECHNOLOGIES INC,[Not Available],[Not Available],Engages in nanotechnology research and development.,[Not Available],Nanotechnology,No,Yes,No,No,
HELIX OPCO LLC,[Not Available],[Not Available],Provides various technology solutions and services.,[Not Available],Technology,No,Yes,No,No,
HELMHOLTZ PHARM FORSCHUNG SAARLAND INST,[Not Available],"Saarland, Germany",Conducts research in pharmaceuticals.,[Not Available],Pharmaceutical Research,No,No,Yes,No,
HELMHOLTZ ZENT DRESDEN ROSSENDORF EV,[Not Available],"Dresden, Germany",Research institution focused on physical and biological sciences.,[Not Available],Research / Physical Sciences / Biological Sciences,No,No,Yes,No,
HELMHOLTZ ZENT MUENCHEN DEUT,[Not Available],"Munich, Germany",Research institution focusing on complex systems and health.,[Not Available],Research / Complex Systems / Health,No,No,Yes,No,
HELPERBY THERAPEUTICS LTD,[Not Available],[Not Available],Focuses on therapeutic treatments and drug development.,[Not Available],Therapeutics,No,Yes,No,No,
HELSINGIN YLIOPISTO,[Not Available],"Helsinki, Finland",University conducting various research activities.,[Not Available],Education / Research,No,No,Yes,No,
HEMARINA,[Not Available],[Not Available],"Specializes in medical solutions, including blood substitutes.",[Not Available],Medical Solutions,No,Yes,No,No,
HEMATOLOGII & TRANSFUZJOLOGII INST,[Not Available],[Not Available],Focuses on hematology and transfusion medicine.,[Not Available],Hematology / Transfusion Medicine,No,No,No,Yes,
HEMATOLOGY NAT MEDICAL RES CENT,[Not Available],[Not Available],Research center specializing in hematology.,[Not Available],Hematology Research,No,No,Yes,No,
HEMEMICS BIOTECHNOLOGIES INC,[Not Available],[Not Available],Specializes in biotechnology solutions.,[Not Available],Biotechnology,No,Yes,No,No,
HEMEX HEALTH INC,[Not Available],[Not Available],Focuses on health solutions and diagnostics.,[Not Available],Health Solutions,No,Yes,No,No,
HEMING SHANGHAI ENVIRONMENTAL TECHNOLOGY,[Not Available],"Shanghai, China",Specializes in environmental technology.,[Not Available],Environmental Technology,No,Yes,No,No,
HEMIX BIOTECH LTD,[Not Available],[Not Available],Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HEMODX AS,[Not Available],[Not Available],Specializes in medical diagnostics and technology.,[Not Available],Diagnostics / Medical Technology,No,Yes,No,No,
HEMOGENYX PHARM LLC,[Not Available],[Not Available],Focuses on pharmaceutical solutions and therapies.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HEMOS CHONGQING MEDICAL BIOTECHNOLOGY CO,[Not Available],"Chongqing, China",Specializes in medical biotechnology.,[Not Available],Medical Biotechnology,No,Yes,No,No,
HEMP ON AGRIC CORP CO LTD,[Not Available],[Not Available],Engages in agricultural technology and hemp products.,[Not Available],Agriculture / Hemp,No,Yes,No,No,
HEN LUMINARY ENERGY INT PTY LTD,[Not Available],[Not Available],Focuses on energy solutions and technologies.,[Not Available],Energy,No,Yes,No,No,
HENAN ANKELIN FILTER IND CO LTD,[Not Available],"Henan, China",Specializes in filter industry and related products.,[Not Available],Filters / Industrial,No,Yes,No,No,
HENAN BIOENGINEERING TECHNOLOGY RES CENT,[Not Available],"Henan, China",Research center focused on bioengineering technology.,[Not Available],Bioengineering Research,No,No,Yes,No,
HENAN DOCTOR MEDICAL TECHNOLOGY CO LTD,[Not Available],"Henan, China",Provides medical technology solutions.,[Not Available],Medical Technology,No,Yes,No,No,
HENAN GENUINE BIOTECH CO LTD,[Not Available],"Henan, China",Engages in biotechnology and related fields.,[Not Available],Biotechnology,No,Yes,No,No,
HENAN HONGXIN TESTING TECHNOLOGY CO LTD,[Not Available],"Henan, China",Specializes in testing technology.,[Not Available],Testing Technology,No,Yes,No,No,
HENAN LONGXING BIOTECHNOLOGY CO LTD,[Not Available],"Henan, China",Focuses on biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HENAN MAIYINGNUO MEDICAL TECHNOLOGY CO,[Not Available],"Henan, China",Provides medical technology and solutions.,[Not Available],Medical Technology,No,Yes,No,No,
HENAN MEDINNO PHARM TECHNOLOGY CO LTD,[Not Available],"Henan, China",Engages in pharmaceutical technology and development.,[Not Available],Pharmaceutical Technology,No,Yes,No,No,
HENAN PEOPLES HOSPITAL,[Not Available],"Henan, China",Provides comprehensive medical services.,[Not Available],Healthcare / Hospital,No,No,No,Yes,
HENAN PROVINCE PEOPLES HOSPITAL,[Not Available],"Henan, China",Provides medical services and care.,[Not Available],Healthcare / Hospital,No,No,No,Yes,
HENAN PUHUA GENE TECHNOLOGY CO LTD,[Not Available],"Henan, China",Specializes in genetic technology.,[Not Available],Genetic Technology,No,Yes,No,No,
HENAN SCI & TECHNOLOGY INST,[Not Available],"Henan, China",Focuses on scientific and technological research.,[Not Available],Science & Technology Research,No,No,Yes,No,
HENAN SHENGMING BIOTECHNOLOGY RES INST,[Not Available],"Henan, China",Engages in biotechnology research and development.,[Not Available],Biotechnology Research,No,No,Yes,No,
HENAN SHENYOU MEDICAL LAB CO LTD,[Not Available],"Henan, China",Provides medical laboratory services.,[Not Available],Medical Laboratory Services,No,Yes,No,No,
HENAN WAYRAY BIOTECH CO LTD,[Not Available],"Henan, China",Specializes in biotechnology and related fields.,[Not Available],Biotechnology,No,Yes,No,No,
HENAN XINGDA MEDICAL DEVICE MFG CO LTD,[Not Available],"Henan, China",Manufactures medical devices.,[Not Available],Medical Devices,No,Yes,No,No,
HENAN YISHENG PHARMA CO LTD,[Not Available],"Henan, China",Focuses on pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HENAN ZHENSHI BIOTECHNOLOGY CO LTD,[Not Available],"Henan, China",Specializes in biotechnology solutions.,[Not Available],Biotechnology,No,Yes,No,No,
HENAN ZHITAI BIOTECHNOLOGY CO LTD,[Not Available],"Henan, China",Engages in biotechnology and life sciences.,[Not Available],Biotechnology,No,Yes,No,No,
HENAN ZHONGBIAO TESTING SERVICE CO LTD,[Not Available],"Henan, China",Provides testing and inspection services.,[Not Available],Testing Services,No,Yes,No,No,
HENAN ZHONGZHE BIOLOGICAL ENG CO LTD,[Not Available],"Henan, China",Specializes in biological engineering.,[Not Available],Biological Engineering,No,Yes,No,No,
HENAN ZILIAN IOT TECHNOLOGY CO LTD,[Not Available],"Henan, China",Focuses on IoT technology and applications.,[Not Available],IoT Technology,No,Yes,No,No,
HENGQIN WHALE MED SMART MEDICAL TECHNOLO,[Not Available],[Not Available],Specializes in smart medical technologies.,[Not Available],Smart Medical Technology,No,Yes,No,No,
HENGYI BIOMEDICAL TECHNOLOGY SHANGHAI CO LTD,[Not Available],"Shanghai, China",Provides biomedical technology solutions.,[Not Available],Biomedical Technology,No,Yes,No,No,
HENLIUS BIOTECH CO LTD,[Not Available],[Not Available],Focuses on biotechnology and biopharmaceuticals.,[Not Available],Biotechnology / Biopharmaceuticals,No,Yes,No,No,
HEPALINK USA INC,[Not Available],[Not Available],Provides pharmaceutical and healthcare solutions.,[Not Available],Pharmaceuticals / Healthcare,No,Yes,No,No,
HEPTARES THERAPEUTICS LTD,[Not Available],[Not Available],Specializes in therapeutic solutions and drug development.,[Not Available],Therapeutics / Drug Development,No,Yes,No,No,
HERB-PHARMA AG,[Not Available],[Not Available],Engages in pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HERE GLOBAL BV,[Not Available],[Not Available],Focuses on location-based services and technologies.,[Not Available],Location-based Services,No,Yes,No,No,
HERITAGE TECHNOLOGY INST,[Not Available],[Not Available],Specializes in technology research and development.,[Not Available],Technology Research,No,No,Yes,No,
HERO SCI LTD,[Not Available],[Not Available],Provides scientific solutions and technology.,[Not Available],Scientific Solutions,No,Yes,No,No,
HERRMANN AG,[Not Available],[Not Available],Engages in technology and industrial solutions.,[Not Available],Technology / Industrial Solutions,No,Yes,No,No,
HETERO LABS LTD,[Not Available],[Not Available],Specializes in pharmaceuticals and healthcare solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HETTICH GMBH & CO KG ANDREAS,[Not Available],[Not Available],Provides laboratory technology and solutions.,[Not Available],Laboratory Technology,No,Yes,No,No,
HEWLETT PACKARD ENTERPRISE DEV LP,[Not Available],[Not Available],Focuses on enterprise technology and solutions.,[Not Available],Enterprise Technology,No,Yes,No,No,
HEXA INSTR PVT LTD,[Not Available],[Not Available],Specializes in instrumentation and technology.,[Not Available],Instrumentation,No,Yes,No,No,
HEXAMER THERAPEUTICS INC,[Not Available],[Not Available],Focuses on therapeutic solutions and drug development.,[Not Available],Therapeutics / Drug Development,No,Yes,No,No,
HEXIN BIOMEDICINE CHANGCHUN CO LTD,[Not Available],"Changchun, China",Engages in biomedical research and development.,[Not Available],Biomedical Science,No,Yes,No,No,
HEXIS,[Not Available],[Not Available],Specializes in molecular diagnostics and technology.,[Not Available],Molecular Diagnostics,No,Yes,No,No,
HEXU ZHENGZHOU BIOTECHNOLOGY CO LTD,[Not Available],"Zhengzhou, China",Focuses on biotechnology and related technologies.,[Not Available],Biotechnology,No,Yes,No,No,
HEYI BIO-TECHNOLOGY CO LTD,[Not Available],[Not Available],Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HFM-HYBRID FUSION MEDICALS GMBH,[Not Available],[Not Available],Specializes in hybrid fusion medical technologies.,[Not Available],Medical Technology,No,Yes,No,No,
HHV HALLERTAUER HOPFENVEREDELUNGS GMBH,[Not Available],[Not Available],Engages in the enhancement of hops for brewing.,[Not Available],Hops Cultivation,No,Yes,No,No,
HIBERCELL INC,[Not Available],[Not Available],Focuses on cell therapy and related biotechnologies.,[Not Available],Cell Therapy / Biotechnology,No,Yes,No,No,
HIFIBIO HANGZHOU CO LTD,[Not Available],"Hangzhou, China",Specializes in biotechnology and immuno-oncology.,[Not Available],Biotechnology / Immuno-oncology,No,Yes,No,No,
HIFIBIO HK LTD,[Not Available],Hong Kong,Focuses on immuno-oncology and biotechnology.,[Not Available],Biotechnology / Immuno-oncology,No,Yes,No,No,
HIFU HAINAN FREE TRADE ZONE MEDICAL TECHNOLOGY CO LTD,[Not Available],"Hainan, China","Specializes in medical technology, including high-intensity focused ultrasound (HIFU).",[Not Available],Medical Technology,No,Yes,No,No,
HIGASHIDORIKEN KK,[Not Available],[Not Available],Engages in industrial technology and solutions.,[Not Available],Industrial Technology,No,Yes,No,No,
HIGHER PROTEIN TECHNOLOGY CO,[Not Available],[Not Available],Specializes in protein technology and related innovations.,[Not Available],Protein Technology,No,Yes,No,No,
HIGHSECLABS LTD,[Not Available],[Not Available],Provides high-security laboratory services and technologies.,[Not Available],Laboratory Services / Security,No,Yes,No,No,
HIKAL LTD,[Not Available],[Not Available],Engages in pharmaceutical and chemical solutions.,[Not Available],Pharmaceuticals / Chemicals,No,Yes,No,No,
HILLSTREAM BIOPHARMA INC,[Not Available],[Not Available],Focuses on developing novel biopharmaceuticals.,[Not Available],Biopharmaceuticals,No,Yes,No,No,
HINOVA PHARM INC,[Not Available],[Not Available],Engages in pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HINYE PHARM CO LTD,[Not Available],[Not Available],Focuses on pharmaceutical products and research.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HIPRA SCI SLU,[Not Available],[Not Available],Specializes in veterinary pharmaceuticals and vaccines.,[Not Available],Veterinary Pharmaceuticals,No,Yes,No,No,
HIROSHIMA KEN,[Not Available],"Hiroshima, Japan",Involved in local healthcare and technology solutions.,[Not Available],Healthcare / Technology,No,No,No,No,
HIRSCH-APOTHEKE WOLFGANG SCHOLZ EK,[Not Available],[Not Available],Operates as a pharmacy.,[Not Available],Pharmacy,No,Yes,No,No,
HISTA RX LLC,[Not Available],[Not Available],Engages in drug development and therapeutic solutions.,[Not Available],Drug Development / Therapeutics,No,Yes,No,No,
HISUN BIOPHARM CO LTD,[Not Available],[Not Available],Focuses on biopharmaceutical products and research.,[Not Available],Biopharmaceuticals,No,Yes,No,No,
HITACHI LTD,[Not Available],[Not Available],Engages in various technology and industrial solutions.,[Not Available],Technology / Industrial Solutions,No,Yes,No,No,
HITCHCOCK MEMORIAL HOSPITAL MARY,[Not Available],[Not Available],Provides healthcare services.,[Not Available],Healthcare / Hospital,No,No,No,Yes,
HITEX KK,[Not Available],[Not Available],Specializes in industrial technology and solutions.,[Not Available],Industrial Technology,No,Yes,No,No,
HKUST SHENZHEN INST,[Not Available],"Shenzhen, China",Engages in research and development in various scientific fields.,[Not Available],Research / Technology,No,No,Yes,No,
HNDS CO LTD,[Not Available],[Not Available],Specializes in technology and engineering solutions.,[Not Available],Technology / Engineering,No,Yes,No,No,
HO CHI MINH CITY DEPT SCI & TECHNOLOGY,[Not Available],"Ho Chi Minh City, Vietnam",Government department responsible for science and technology.,[Not Available],Government / Science & Technology,Yes,No,No,No,
HOBA THERAPEUTICS APS,[Not Available],[Not Available],Focuses on therapeutic development and drug research.,[Not Available],Therapeutics / Drug Research,No,Yes,No,No,
HOCHSCHULE KAISERSLAUTERN,[Not Available],"Kaiserslautern, Germany",University offering various programs and research opportunities.,[Not Available],Education / Research,No,No,Yes,No,
HOFFMAN TECHNOLOGIES LLC,[Not Available],[Not Available],Provides technology solutions and services.,[Not Available],Technology,No,Yes,No,No,
HOFFMANN LA ROCHE & CO AG F,[Not Available],[Not Available],Engages in pharmaceuticals and diagnostics.,[Not Available],Pharmaceuticals / Diagnostics,No,Yes,No,No,
HOFMANN & SOMMER GMBH & CO CHEM PHARM,[Not Available],[Not Available],Provides chemical and pharmaceutical products.,[Not Available],Chemicals / Pharmaceuticals,No,Yes,No,No,
HOFSETH BIOCARE ASA,[Not Available],[Not Available],Specializes in biocare and health products.,[Not Available],Biocare / Health Products,No,Yes,No,No,
HOHHOT INT TRAVEL HEALTHCARE CENT,[Not Available],"Hohhot, China",Provides international travel healthcare services.,[Not Available],Healthcare / Travel Health,No,No,No,Yes,
HOJU CLUB KK,[Not Available],[Not Available],Involved in various health and wellness initiatives.,[Not Available],Health / Wellness,No,Yes,No,No,
HOLISTIC HEMP SOLUTIONS INC,[Not Available],[Not Available],Specializes in hemp-based solutions and products.,[Not Available],Hemp Products,No,Yes,No,No,
HOLOSENSOR MEDICAL TECHNOLOGY CO LTD,[Not Available],[Not Available],Develops medical technology solutions.,[Not Available],Medical Technology,No,Yes,No,No,
HOLY CROSS HOSPITAL INC,[Not Available],[Not Available],Provides healthcare services.,[Not Available],Healthcare / Hospital,No,No,No,Yes,
HOLY STONE HEALTHCARE CO LTD,[Not Available],[Not Available],Focuses on healthcare products and solutions.,[Not Available],Healthcare Products,No,Yes,No,No,
HONEY DATA SOC SEMPLICE,[Not Available],[Not Available],Engages in data solutions and analytics.,[Not Available],Data Solutions / Analytics,No,Yes,No,No,
HONEYWELL INT INC,[Not Available],[Not Available],Specializes in technology and manufacturing solutions.,[Not Available],Technology / Manufacturing,No,Yes,No,No,
HONG FU JIN PRECISION IND WUHAN CO LTD,[Not Available],"Wuhan, China",Specializes in precision industrial solutions.,[Not Available],Precision Industry,No,Yes,No,No,
HONG KONG ENVIRONMENTAL TECHNOLOGY CO,[Not Available],Hong Kong,Focuses on environmental technology solutions.,[Not Available],Environmental Technology,No,Yes,No,No,
HONG KONG FULLFAITH INT HOLDING LTD,[Not Available],Hong Kong,Engages in various business sectors including technology.,[Not Available],Business / Technology,No,Yes,No,No,
HONG KONG RES INST ENVIRONMENTAL TECHNOLOGY CO LTD,[Not Available],Hong Kong,Specializes in environmental technology research.,[Not Available],Environmental Technology / Research,No,Yes,Yes,No,
HONGCHENG TONGCHUANG SHANDONG PHARM TECH,[Not Available],"Shandong, China",Engages in pharmaceutical technology and solutions.,[Not Available],Pharmaceutical Technology,No,Yes,No,No,
HONGFUJIN PRECISION IND WUHAN CO LTD,[Not Available],"Wuhan, China",Specializes in precision industrial products.,[Not Available],Precision Industry,No,Yes,No,No,
HONGIK HUMAN MIND CO LTD,[Not Available],[Not Available],Focuses on human mind and cognitive technology.,[Not Available],Cognitive Technology,No,Yes,No,No,
HONGRIJIA DEPURATE FACILITY SCI & TECHNOLOGY CO LTD,[Not Available],[Not Available],Engages in purification and filtration technology.,[Not Available],Purification / Filtration Technology,No,Yes,No,No,
HOPE BIO-TECH SUZHOU CO LTD,[Not Available],"Suzhou, China",Specializes in biotechnology solutions.,[Not Available],Biotechnology,No,Yes,No,No,
HOPE PATENTS LLC,[Not Available],[Not Available],Focuses on patent management and intellectual property.,[Not Available],Patents / Intellectual Property,No,Yes,No,No,
HOPES INST,[Not Available],[Not Available],Engages in various research and technological innovations.,[Not Available],Research / Technology,No,Yes,Yes,No,
HOPITAL CANNES,[Not Available],"Cannes, France",Provides healthcare and medical services.,[Not Available],Healthcare / Hospital,No,No,No,Yes,
HORIBA GROUP,[Not Available],[Not Available],Specializes in analytical and measurement instruments.,[Not Available],Analytical Instruments,No,Yes,No,No,
HORIZON SEEKING NUCLEAR DETECTION SECURI,[Not Available],[Not Available],Specializes in nuclear detection and security solutions.,[Not Available],Nuclear Detection / Security,No,Yes,No,No,
HORPHAG RES IP PYC LTD,[Not Available],[Not Available],Focuses on intellectual property related to pharmaceuticals.,[Not Available],Pharmaceuticals / Intellectual Property,No,Yes,No,No,
HOSPICES CIVILS LYON,[Not Available],"Lyon, France",Provides healthcare services and medical care.,[Not Available],Healthcare / Hospital,No,No,No,Yes,
HOSPITAL AUTHORITY BUREAU,[Not Available],[Not Available],Oversees public hospitals and healthcare services.,[Not Available],Healthcare / Administration,Yes,No,No,No,
HOSPITAL CLINIC BARCELONA,[Not Available],"Barcelona, Spain",Provides comprehensive medical care and services.,[Not Available],Healthcare / Hospital,No,No,No,Yes,
HOSPITAL FOR SICK CHILDREN,[Not Available],[Not Available],Specializes in pediatric healthcare services.,[Not Available],Healthcare / Pediatric Hospital,No,No,No,Yes,
HOSPITAL FOR SPECIAL SURGERY,[Not Available],[Not Available],Focuses on specialized surgical services.,[Not Available],Healthcare / Surgical Hospital,No,No,No,Yes,
HOTH THERAPEUTICS INC,[Not Available],[Not Available],Engages in developing novel therapeutic solutions.,[Not Available],Therapeutics,No,Yes,No,No,
HOTSPOT THERAPEUTICS INC,[Not Available],[Not Available],Specializes in innovative therapeutic treatments.,[Not Available],Therapeutics,No,Yes,No,No,
HOU CHI CHEM CO LTD,[Not Available],[Not Available],Provides chemical products and solutions.,[Not Available],Chemicals,No,Yes,No,No,
HOVIONE SCIENTIA LTD,[Not Available],[Not Available],Engages in pharmaceutical and chemical research and development.,[Not Available],Pharmaceuticals / Chemicals,No,Yes,No,No,
HPBIO INC,[Not Available],[Not Available],Specializes in biopharmaceutical products and solutions.,[Not Available],Biopharmaceuticals,No,Yes,No,No,
HPG CORP,[Not Available],[Not Available],Focuses on various industries including technology and healthcare.,[Not Available],Multi-Industry,No,Yes,No,No,
HRECZUCH WIESLAW MEXEO,[Not Available],[Not Available],Specializes in health and pharmaceutical consulting.,[Not Available],Health / Pharmaceuticals,No,Yes,No,No,
HRL LAB LLC,[Not Available],[Not Available],Provides laboratory services and research.,[Not Available],Laboratory Services / Research,No,Yes,No,No,
HSF PHARM SA,[Not Available],[Not Available],Engages in pharmaceutical development and manufacturing.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HTS ELEVADORES IND & COMERCIO LTDA,[Not Available],[Not Available],Specializes in elevators and industrial solutions.,[Not Available],Elevators / Industrial Solutions,No,Yes,No,No,
HUAANXIN TECHNOLOGY SHENZHEN CO LTD,[Not Available],"Shenzhen, China",Provides technology solutions and services.,[Not Available],Technology,No,Yes,No,No,
HUADA BIOTECHNOLOGY WUHAN CO LTD,[Not Available],"Wuhan, China",Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HUAHAI US INC,[Not Available],[Not Available],Specializes in pharmaceutical products and solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HUAHUI HEALTH BEIJING LTD,[Not Available],"Beijing, China",Provides health and wellness solutions.,[Not Available],Health / Wellness,No,Yes,No,No,
HUAJING HANFANG ATOMIZATION BIOTECHNOLOG,[Not Available],[Not Available],Focuses on atomization and biotechnology solutions.,[Not Available],Atomization / Biotechnology,No,Yes,No,No,
HUALAN BIOVACCINE CO LTD,[Not Available],[Not Available],Specializes in biovaccine research and production.,[Not Available],Biovaccines,No,Yes,No,No,
HUALAN GENE ENG CO LTD,[Not Available],[Not Available],Engages in genetic engineering and biotechnology.,[Not Available],Genetic Engineering / Biotechnology,No,Yes,No,No,
HUALU ZHIDA TECHNOLOGY CO LTD,[Not Available],[Not Available],Specializes in technology and solutions.,[Not Available],Technology,No,Yes,No,No,
HUANENG BAOTOU WIND POWER CO LTD,[Not Available],"Baotou, China",Focuses on wind power generation and technology.,[Not Available],Wind Power,No,Yes,No,No,
HUANENG NEW ENERGY CO LTD,[Not Available],[Not Available],Engages in new energy solutions and technologies.,[Not Available],New Energy,No,Yes,No,No,
HUANENG RENEWABLES CORP LTD,[Not Available],[Not Available],Specializes in renewable energy solutions.,[Not Available],Renewable Energy,No,Yes,No,No,
HUANENG XIAPU NUCLEAR POWER CO LTD,[Not Available],"Xiapu, China",Focuses on nuclear power generation and technology.,[Not Available],Nuclear Power,No,Yes,No,No,
HUANYA DATA TECHNOLOGY CO LTD,[Not Available],[Not Available],Specializes in data technology and solutions.,[Not Available],Data Technology,No,Yes,No,No,
HUAPU BIOTECHNOLOGY JIANGSU CO LTD,[Not Available],"Jiangsu, China",Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HUASHEN SMART MEDICINE TECHNOLOGY BEIJING CO LTD,[Not Available],"Beijing, China",Specializes in smart medicine technology and solutions.,[Not Available],Smart Medicine Technology,No,Yes,No,No,
HUASU BIOTECHNOLOGY BEIJING CO LTD,[Not Available],"Beijing, China",Focuses on biotechnology research and applications.,[Not Available],Biotechnology,No,Yes,No,No,
HUAWEI TECHNOLOGIES CO LTD,[Not Available],[Not Available],Specializes in telecommunications and information technology.,[Not Available],Telecommunications / Information Technology,No,Yes,No,No,
HUAXI JINGCHUANG MEDICAL TECHNOLOGY CHENGDU CO LTD,[Not Available],"Chengdu, China",Engages in medical technology development and solutions.,[Not Available],Medical Technology,No,Yes,No,No,
HUAXIA BURNON BEIJING ECOLOGICAL TECHNOL,[Not Available],"Beijing, China",Focuses on ecological technology solutions.,[Not Available],Ecological Technology,No,Yes,No,No,
HUAXIA ZHONGRAN ECOLOGICAL TECHNOLOGY,[Not Available],[Not Available],Specializes in ecological and environmental technology.,[Not Available],Ecological Technology,No,Yes,No,No,
HUAXIN BIOTECHNOLOGY WUHAN CO LTD,[Not Available],"Wuhan, China",Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HUAYU BIOTECHNOLOGY TIANJIN CO LTD,[Not Available],"Tianjin, China",Focuses on biotechnology solutions and research.,[Not Available],Biotechnology,No,Yes,No,No,
HUBEI CHUNLIN PHARM MACHINERY CO LTD,[Not Available],[Not Available],Specializes in pharmaceutical machinery and equipment.,[Not Available],Pharmaceutical Machinery,No,Yes,No,No,
HUBEI HENGYI NEW MATERIAL TECHNOLOGY CO,[Not Available],[Not Available],Focuses on new materials and technologies.,[Not Available],New Materials / Technology,No,Yes,No,No,
HUBEI INST DRUG CONTROL HUBEI BIOLOGICAL PROD CONTR,[Not Available],"Hubei, China",Engages in drug control and biological product supervision.,[Not Available],Drug Control / Biological Products,Yes,No,No,No,
HUBEI JIANGXIA LAB,[Not Available],[Not Available],Provides laboratory research services.,[Not Available],Laboratory Services,No,Yes,No,No,
HUBEI JINJIAN BIOLOGY CO LTD,[Not Available],[Not Available],Specializes in biological products and solutions.,[Not Available],Biology / Biotechnology,No,Yes,No,No,
HUBEI JISI BIOTECHNOLOGY CO LTD,[Not Available],[Not Available],Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HUBEI JKT BIOPHARMA CO LTD,[Not Available],[Not Available],Specializes in biopharmaceutical research and development.,[Not Available],Biopharmaceuticals,No,Yes,No,No,
