Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
HOTH THERAPEUTICS INC,,,Engages in developing novel therapeutic solutions.,,Therapeutics,No,Yes,No,No,,
HOTSPOT THERAPEUTICS INC,,,Specializes in innovative therapeutic treatments.,,Therapeutics,No,Yes,No,No,,
HOU CHI CHEM CO LTD,,,Provides chemical products and solutions.,,Chemicals,No,Yes,No,No,,
HOVIONE SCIENTIA LTD,,,Engages in pharmaceutical and chemical research and development.,,Pharmaceuticals / Chemicals,No,Yes,No,No,,
HPBIO INC,,,Specializes in biopharmaceutical products and solutions.,,Biopharmaceuticals,No,Yes,No,No,,
HPG CORP,,,Focuses on various industries including technology and healthcare.,,Multi-Industry,No,Yes,No,No,,
HRECZUCH WIESLAW MEXEO,,,Specializes in health and pharmaceutical consulting.,,Health / Pharmaceuticals,No,Yes,No,No,,
HRL LAB LLC,,,Provides laboratory services and research.,,Laboratory Services / Research,No,Yes,No,No,,
HSF PHARM SA,,,Engages in pharmaceutical development and manufacturing.,,Pharmaceuticals,No,Yes,No,No,,
HTS ELEVADORES IND & COMERCIO LTDA,,,Specializes in elevators and industrial solutions.,,Elevators / Industrial Solutions,No,Yes,No,No,,
HUAANXIN TECHNOLOGY SHENZHEN CO LTD,,"Shenzhen, China",Provides technology solutions and services.,,Technology,No,Yes,No,No,,
HUADA BIOTECHNOLOGY WUHAN CO LTD,,"Wuhan, China",Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
HUAHAI US INC,,,Specializes in pharmaceutical products and solutions.,,Pharmaceuticals,No,Yes,No,No,,
HUAHUI HEALTH BEIJING LTD,,"Beijing, China",Provides health and wellness solutions.,,Health / Wellness,No,Yes,No,No,,
HUAJING HANFANG ATOMIZATION BIOTECHNOLOG,,,Focuses on atomization and biotechnology solutions.,,Atomization / Biotechnology,No,Yes,No,No,,
HUALAN BIOVACCINE CO LTD,,,Specializes in biovaccine research and production.,,Biovaccines,No,Yes,No,No,,
HUALAN GENE ENG CO LTD,,,Engages in genetic engineering and biotechnology.,,Genetic Engineering / Biotechnology,No,Yes,No,No,,
HUALU ZHIDA TECHNOLOGY CO LTD,,,Specializes in technology and solutions.,,Technology,No,Yes,No,No,,
HUANENG BAOTOU WIND POWER CO LTD,,"Baotou, China",Focuses on wind power generation and technology.,,Wind Power,No,Yes,No,No,,
HUANENG NEW ENERGY CO LTD,,,Engages in new energy solutions and technologies.,,New Energy,No,Yes,No,No,,
HUANENG RENEWABLES CORP LTD,,,Specializes in renewable energy solutions.,,Renewable Energy,No,Yes,No,No,,
HUANENG XIAPU NUCLEAR POWER CO LTD,,"Xiapu, China",Focuses on nuclear power generation and technology.,,Nuclear Power,No,Yes,No,No,,
HUANYA DATA TECHNOLOGY CO LTD,,,Specializes in data technology and solutions.,,Data Technology,No,Yes,No,No,,
HUAPU BIOTECHNOLOGY JIANGSU CO LTD,,"Jiangsu, China",Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
HUASHEN SMART MEDICINE TECHNOLOGY BEIJING CO LTD,,"Beijing, China",Specializes in smart medicine technology and solutions.,,Smart Medicine Technology,No,Yes,No,No,,
HUASU BIOTECHNOLOGY BEIJING CO LTD,,"Beijing, China",Focuses on biotechnology research and applications.,,Biotechnology,No,Yes,No,No,,
HUAWEI TECHNOLOGIES CO LTD,,,Specializes in telecommunications and information technology.,,Telecommunications / Information Technology,No,Yes,No,No,,
HUAXI JINGCHUANG MEDICAL TECHNOLOGY CHENGDU CO LTD,,"Chengdu, China",Engages in medical technology development and solutions.,,Medical Technology,No,Yes,No,No,,
HUAXIA BURNON BEIJING ECOLOGICAL TECHNOL,,"Beijing, China",Focuses on ecological technology solutions.,,Ecological Technology,No,Yes,No,No,,
HUAXIA ZHONGRAN ECOLOGICAL TECHNOLOGY,,,Specializes in ecological and environmental technology.,,Ecological Technology,No,Yes,No,No,,
HUAXIN BIOTECHNOLOGY WUHAN CO LTD,,"Wuhan, China",Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
HUAYU BIOTECHNOLOGY TIANJIN CO LTD,,"Tianjin, China",Focuses on biotechnology solutions and research.,,Biotechnology,No,Yes,No,No,,
HUBEI CHUNLIN PHARM MACHINERY CO LTD,,,Specializes in pharmaceutical machinery and equipment.,,Pharmaceutical Machinery,No,Yes,No,No,,
HUBEI HENGYI NEW MATERIAL TECHNOLOGY CO,,,Focuses on new materials and technologies.,,New Materials / Technology,No,Yes,No,No,,
HUBEI INST DRUG CONTROL HUBEI BIOLOGICAL PROD CONTR,,"Hubei, China",Engages in drug control and biological product supervision.,,Drug Control / Biological Products,Yes,No,No,No,,
HUBEI JIANGXIA LAB,,,Provides laboratory research services.,,Laboratory Services,No,Yes,No,No,,
HUBEI JINJIAN BIOLOGY CO LTD,,,Specializes in biological products and solutions.,,Biology / Biotechnology,No,Yes,No,No,,
HUBEI JISI BIOTECHNOLOGY CO LTD,,,Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
HUBEI JKT BIOPHARMA CO LTD,,,Specializes in biopharmaceutical research and development.,,Biopharmaceuticals,No,Yes,No,No,,
HUBEI LUZHONGBAO KITCHEN IND CO LTD,,,Provides kitchen industry solutions and products.,,Kitchen Industry,No,Yes,No,No,,
HUBEI PROVINCIAL CENT DISEASE PREVENTION,,"Hubei, China",Focuses on disease prevention and control.,,Disease Prevention / Public Health,Yes,No,No,No,,
HUBEI SHENGQIAN BIOTECHNOLOGY CO LTD,,,Engages in biotechnology development and solutions.,,Biotechnology,No,Yes,No,No,,
HUBEI SIDAKANG TRADITIONAL CHINESE MEDIC,,,Specializes in traditional Chinese medicine.,,Traditional Chinese Medicine,No,Yes,No,No,,
HUBEI TOPGENE XINSHENG BIOTECHNOLOGY CO,,,Focuses on biotechnology and genetic research.,,Biotechnology,No,Yes,No,No,,
HUBEI WUDANG ANIMAL PHARM CO LTD,,,Specializes in animal pharmaceuticals.,,Animal Pharmaceuticals,No,Yes,No,No,,
HUBEI XINGJING TECHNOLOGY CO LTD,,,Engages in technology development and solutions.,,Technology,No,Yes,No,No,,
HUBEI XINZHONGKE VIRUS DISEASE ENG TECHN,,,Focuses on virus disease engineering technology.,,Virus Disease Technology,No,Yes,No,No,,
HUDDLENURSE PLLC,,,Provides healthcare and nursing services.,,Healthcare / Nursing,No,Yes,No,No,,
HUEIYUAN BIOTECH LLC,,,Specializes in biotechnology solutions.,,Biotechnology,No,Yes,No,No,,
HUIJUN BIOMEDICAL TECHNOLOGY HANGZHOU CO LTD,,"Hangzhou, China",Focuses on biomedical technology and solutions.,,Biomedical Technology,No,Yes,No,No,,
HUIYI KEJI SHANGHAI LTD,,"Shanghai, China",Engages in technology research and development.,,Technology,No,Yes,No,No,,
HUIYI TECHNOLOGY SHANGHAI CO LTD,,"Shanghai, China",Specializes in technology and innovative solutions.,,Technology,No,Yes,No,No,,
HUIZHOU DONGMEI TECHNOLOGY CO LTD,,"Huizhou, China",Provides technology solutions and services.,,Technology,No,Yes,No,No,,
HUIZHOU LIXING TEXTILE CO LTD,,"Huizhou, China",Specializes in textile manufacturing.,,Textiles,No,Yes,No,No,,
HUIZHOU MUNICIPAL CENT HOSPITAL,,"Huizhou, China",Provides municipal healthcare services.,,Healthcare,No,No,No,Yes,,
HUIZHOU XIAOOU TECHNOLOGY CO LTD,,"Huizhou, China",Focuses on technology development and services.,,Technology,No,Yes,No,No,,
HULA IMMUNE INC,,,Specializes in immune system technology and solutions.,,Immunology,No,Yes,No,No,,
HULUDAO SHIXIN GREEN BUILDING MATERIALS CO LTD,,"Huludao, China",Provides green building materials and solutions.,,Building Materials,No,Yes,No,No,,
HUMAB CO LTD,,,Focuses on human antibody research and development.,,Antibody Research,No,Yes,No,No,,
HUMABS BIOMED SA,,,Engages in biomedical research and development.,,Biomedical Research,No,Yes,No,No,,
HUMAN GEN CO LTD,,,Specializes in genetic research and solutions.,,Genetics,No,Yes,No,No,,
HUMANE GENOMICS INC,,,Focuses on genomic research and applications.,,Genomics,No,Yes,No,No,,
HUMANETICS CORP,,,Engages in human-centered technology and solutions.,,Human-Centered Technology,No,Yes,No,No,,
HUMANIGEN INC,,,Specializes in immune-oncology and biologics.,,Immuno-Oncology,No,Yes,No,No,,
HUMANITAS MIRASOLE SPA,,,Provides healthcare and medical services.,,Healthcare,No,Yes,No,Yes,,
HUMANITHE INC,,,Specializes in human-centered biotechnology.,,Biotechnology,No,Yes,No,No,,
HUMCEN CO,,,Engages in medical technology and services.,,Medical Technology,No,Yes,No,No,,
HUMMINGBIRD BIOSCIENCE HOLDINGS PTE LTD,,,Focuses on bioscience and therapeutic development.,,Bioscience / Therapeutics,No,Yes,No,No,,
HUNAN AIMOKE MEDICAL EQUIP CO LTD,,"Hunan, China",Provides medical equipment and solutions.,,Medical Equipment,No,Yes,No,No,,
HUNAN ANBANG PHARM CO LTD,,"Hunan, China",Specializes in pharmaceuticals.,,Pharmaceuticals,No,Yes,No,No,,
HUNAN BUSKY PHARM CO LTD,,"Hunan, China",Focuses on pharmaceutical development.,,Pharmaceuticals,No,Yes,No,No,,
HUNAN CASLY NEW MATERIAL CO LTD,,"Hunan, China",Specializes in new materials and technologies.,,New Materials,No,Yes,No,No,,
HUNAN CHAOJI DETECTION TECHNOLOGY CO LTD,,"Hunan, China",Provides detection and testing technology.,,Detection Technology,No,Yes,No,No,,
HUNAN DEAR SENS BIOTECHNOLOGY CO LTD,,"Hunan, China",Engages in biotechnology and sensor technology.,,Biotechnology / Sensors,No,Yes,No,No,,
HUNAN FENGHUI BIOTECHNOLOGY CO LTD,,"Hunan, China",Specializes in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
HUNAN GM BIOTECHNOLOGY INC,,"Hunan, China",Focuses on biotechnology and genetic research.,,Biotechnology / Genetics,No,Yes,No,No,,
HUNAN HANGTIAN TIANLU NEW MATERIAL TESTI,,"Hunan, China",Provides new material testing services.,,New Material Testing,No,Yes,No,No,,
HUNAN HONGXIN INTELLECTUAL PROPERTY AGENCY CO LTD,,"Hunan, China",Specializes in intellectual property services.,,Intellectual Property,No,Yes,No,No,,
HUNAN HUIZE BIOLOGICAL MEDICINE TECHNOLO,,"Hunan, China",Focuses on biological medicine technology.,,Biological Medicine Technology,No,Yes,No,No,,
HUNAN JIANRUI BIO-TECH CO LTD,,"Hunan, China",Engages in biotechnology and bio-tech solutions.,,Biotechnology,No,Yes,No,No,,
HUNAN JIANRUI PHARM TECHNOLOGY CO LTD,,"Hunan, China",Specializes in pharmaceutical technology.,,Pharmaceutical Technology,No,Yes,No,No,,
HUNAN JINYIJIE MEDICAL & HEALTH IND DEV CO LTD,,"Hunan, China",Provides medical and health industry development solutions.,,Medical & Health Industry Development,No,Yes,No,No,,
HUNAN JINYUAN NEW MATERIALS CO LTD,,"Hunan, China",Specializes in new materials development.,,New Materials,No,Yes,No,No,,
HUNAN KAILI MEDICAL TECHNOLOGY CO LTD,,"Hunan, China",Focuses on medical technology solutions.,,Medical Technology,No,Yes,No,No,,
HUNAN KANGRUN PHARM CO LTD,,"Hunan, China",Specializes in pharmaceuticals.,,Pharmaceuticals,No,Yes,No,No,,
HUNAN KANGSHOU PHARM CO LTD,,"Hunan, China",Provides pharmaceutical products and solutions.,,Pharmaceuticals,No,Yes,No,No,,
HUNAN METROLOGY & TEST INST,,"Hunan, China",Focuses on metrology and testing services.,,Metrology & Testing,No,No,No,No,,
HUNAN NUOZ BIOTECHNOLOGY CO LTD,,"Hunan, China",Specializes in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
HUNAN PAIZHI BIOTECHNOLOGY CO LTD,,"Hunan, China",Engages in biotechnology and related technologies.,,Biotechnology,No,Yes,No,No,,
HUNAN PULATE NETWORK TECHNOLOGY CO LTD,,"Hunan, China",Provides network technology solutions.,,Network Technology,No,Yes,No,No,,
HUNAN R & G BIOTECH CO LTD,,"Hunan, China",Focuses on biotechnology and genetic research.,,Biotechnology / Genetics,No,Yes,No,No,,
HUNAN RONGJIAN GENE BIOTECHNOLOGY CO LTD,,"Hunan, China",Specializes in gene biotechnology and solutions.,,Gene Biotechnology,No,Yes,No,No,,
HUNAN RUNMEI GENE TECHNOLOGY CO LTD,,"Hunan, China",Specializes in gene technology and research.,,Gene Technology,No,Yes,No,No,,
HUNAN SHENGCE BIOTECHNOLOGY CO LTD,,"Hunan, China",Focuses on biotechnology and related solutions.,,Biotechnology,No,Yes,No,No,,
HUNAN STAR PHARM CO LTD,,"Hunan, China",Engages in pharmaceutical development and manufacturing.,,Pharmaceuticals,No,Yes,No,No,,
HUNAN VANBIOTECH CO LTD,,"Hunan, China",Specializes in biotechnology and innovation.,,Biotechnology,No,Yes,No,No,,
HUNAN YONGHE SUN BIOTECHNOLOGY CO LTD,,"Hunan, China",Focuses on biotechnology and life sciences.,,Biotechnology,No,Yes,No,No,,
HUNAN YUANPIN CELL BIOTECHNOLOGY CO LTD,,"Hunan, China",Specializes in cell biotechnology and research.,,Cell Biotechnology,No,Yes,No,No,,
HUNAN ZAOCHEN NANO ROBOT CO LTD,,"Hunan, China",Engages in nano-robot technology and applications.,,Nano-Robot Technology,No,Yes,No,No,,
HUNAN ZHAOHUAWEN PHARM CO LTD,,"Hunan, China",Specializes in pharmaceuticals and drug development.,,Pharmaceuticals,No,Yes,No,No,,
HUNAN ZHONGJING BIOTECHNOLOGY CO LTD,,"Hunan, China",Focuses on biotechnology and innovation.,,Biotechnology,No,Yes,No,No,,
HUNMA ZHEJIANG BIOTECHNOLOGY CO LTD,,"Zhejiang, China",Engages in biotechnology and related fields.,,Biotechnology,No,Yes,No,No,,
HUOSHENGYANG BIOTECHNOLOGY GUANGZHOU CO,,"Guangzhou, China",Specializes in biotechnology solutions and research.,,Biotechnology,No,Yes,No,No,,
HURO BIOTECHNOLOGY JOINT STOCK CO,,,Focuses on biotechnology research and products.,,Biotechnology,No,Yes,No,No,,
HUSCION CO LTD,,,Engages in biotechnology and related technologies.,,Biotechnology,No,Yes,No,No,,
HUTCHINSON CANCER CENT FRED,,,Focuses on cancer research and treatment.,,Oncology,No,No,No,Yes,,
HUTCHISON WHAMPOA GUANGZHOU BAIYUNSHAN,,"Guangzhou, China",Involved in pharmaceuticals and healthcare.,,Pharmaceuticals / Healthcare,No,Yes,No,No,,
HUTTON INST JAMES,,,Focuses on medical and scientific research.,,Medical Research,No,No,Yes,No,,
HUVEPHARMA AD,,,Specializes in pharmaceutical and healthcare products.,,Pharmaceuticals / Healthcare,No,Yes,No,No,,
HUVET BIO INC,,,Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
HUZHOU CENT HOSPITAL,,"Huzhou, China",Provides medical and healthcare services.,,Healthcare,No,No,No,Yes,,
HUZHOU DISEASE CONTROL & PREVENTION CENT,,"Huzhou, China",Focuses on disease control and prevention.,,Disease Control & Prevention,Yes,No,No,No,,
HUZHOU WEIDING TECHNOLOGY CO LTD,,"Huzhou, China",Specializes in technology solutions and products.,,Technology,No,Yes,No,No,,
HUZHOU WEIKEXIN BIOTECHNOLOGY CO LTD,,"Huzhou, China",Engages in biotechnology research and solutions.,,Biotechnology,No,Yes,No,No,,
HUZHOU XILING TECHNOLOGY CO LTD,,"Huzhou, China",Provides technology and innovation solutions.,,Technology,No,Yes,No,No,,
HVIDOVRE HOSPITAL,,"Hvidovre, Denmark",Provides comprehensive medical services.,,Healthcare,No,No,No,Yes,,
HWI PHARMA SERVICES GMBH,,,Offers pharmaceutical services and solutions.,,Pharmaceuticals,No,Yes,No,No,,
HYBIO PHARM CO LTD,,,Specializes in pharmaceutical products and research.,,Pharmaceuticals,No,Yes,No,No,,
HYCULT BIOTECH BV,,,Engages in biotechnology and related research.,,Biotechnology,No,Yes,No,No,,
HYGIEIA SCI LLC,,,Focuses on scientific research and health solutions.,,Health Solutions,No,Yes,No,No,,
HYPATIA SOLUTIONS LTD,,,Specializes in providing innovative solutions.,,Solutions,No,Yes,No,No,,
HYPER DYNAMICS SL,,,Engages in dynamic and advanced solutions.,,Advanced Solutions,No,Yes,No,No,,
HYPERSPECTRAL CORP,,,Specializes in hyperspectral imaging technology.,,Imaging Technology,No,Yes,No,No,,
HYPERWAY PHARM CO LTD,,,Provides pharmaceutical products and solutions.,,Pharmaceuticals,No,Yes,No,No,,
HYPO-STREAM LTD,,,Engages in advanced technology solutions.,,Technology Solutions,No,Yes,No,No,,
HYTEST LTD,,,Specializes in testing and quality assurance.,,Testing & Quality Assurance,No,Yes,No,No,,
HYUNDAE PRECISION CO LTD,,,Provides precision technology and solutions.,,Precision Technology,No,Yes,No,No,,
HYUNDAI MOTOR CO LTD,,South Korea,Engages in automotive manufacturing and innovation.,,Automotive,No,Yes,No,No,,
I DESIGN GK,,,Provides design and innovation solutions.,,Design & Innovation,No,Yes,No,No,,
I MAB BIOPHARMA HANGZHOU CO LTD,,"Hangzhou, China",Specializes in biopharmaceutical research and development.,,Biopharmaceuticals,No,Yes,No,No,,
I ZAC KK,,,Engages in technology and innovation solutions.,,Technology,No,Yes,No,No,,
I-CONEL GMBH,,,Provides innovative technology solutions.,,Technology,No,Yes,No,No,,
I-DRTS CO LTD,,,Specializes in advanced technology solutions.,,Technology,No,Yes,No,No,,
I-SMART DEV LTD,,,Focuses on smart technology development.,,Smart Technology,No,Yes,No,No,,
I-TACT CO LTD,,,Provides technology and tactical solutions.,,Technology,No,Yes,No,No,,
I2DX INC,,,Specializes in advanced data technology solutions.,,Data Technology,No,Yes,No,No,,
I2M CO LTD,,,Engages in advanced technology and innovation.,,Technology,No,Yes,No,No,,
I2PURE CORP,,,Focuses on purification technology and solutions.,,Purification Technology,No,Yes,No,No,,
IACS INST ARAGONES CIENCIAS SALU,,,Engages in health sciences research.,,Health Sciences,No,No,Yes,No,,
IANE GMBH,,,Provides technology and engineering solutions.,,Technology / Engineering,No,Yes,No,No,,
IASIS MOLECULAR SCI INC,,,Focuses on molecular science and research.,,Molecular Science,No,Yes,No,No,,
IATERION INC,,,Specializes in innovative technology solutions.,,Technology,No,Yes,No,No,,
IBEX BIOSCIENCES LLC,,,Specializes in biosciences and related research.,,Biosciences,No,Yes,No,No,,
IBIO INC,,,Focuses on biological research and development.,,Biopharmaceuticals,No,Yes,No,No,,
IBIS BIO CO LTD,,,Engages in biotechnology and biosciences.,,Biotechnology,No,Yes,No,No,,
IBM CO LTD,,,Engages in technology and innovation solutions.,,Technology,No,Yes,No,No,,
ICARBONX ZHUHAI CO LTD,,"Zhuhai, China",Specializes in advanced carbon technology.,,Carbon Technology,No,Yes,No,No,,
ICBC TECHNOLOGY CO LTD,,,Provides technology solutions.,,Technology,No,Yes,No,No,,
ICE-P LIFE SL,,,Specializes in life sciences and related research.,,Life Sciences,No,Yes,No,No,,
ICELL GENE THERAPEUTICS LLC,,,Focuses on gene therapeutics and biotechnology.,,Gene Therapeutics,No,Yes,No,No,,
ICEMOS TECHNOLOGY LTD,,,Specializes in advanced technology solutions.,,Technology,No,Yes,No,No,,
ICEPS SRO,,,Provides technological solutions and services.,,Technology,No,Yes,No,No,,
ICHILOV TECH LTD,,,Engages in technology and innovation.,,Technology,No,Yes,No,No,,
ICHIMARU PHARCOS INC,,,Focuses on pharmaceutical research and products.,,Pharmaceuticals,No,Yes,No,No,,
ICM INC,,,Specializes in technology and engineering solutions.,,Technology / Engineering,No,Yes,No,No,,
ICON AI INC,,,Focuses on artificial intelligence and related solutions.,,Artificial Intelligence,No,Yes,No,No,,
ICONIC THERAPEUTICS INC,,,Engages in therapeutic research and development.,,Therapeutics,No,Yes,No,No,,
ICOSAGEN CELL FACTORY OUE,,,Specializes in cell therapy and biotechnology.,,Cell Therapy / Biotechnology,No,Yes,No,No,,
ICOSAVAX INC,,,Focuses on vaccine development and biotechnology.,,Vaccines / Biotechnology,No,Yes,No,No,,
ICREA INST CATALANA RECERCA I ESTUDIS AV,,,Engages in advanced research and studies.,,Research,No,No,Yes,No,,
ICST CO LTD,,,Specializes in technology and innovation.,,Technology,No,Yes,No,No,,
ICST CORP,,,Provides technology and services solutions.,,Technology,No,Yes,No,No,,
ID BIO,,,Focuses on biological research and products.,,Biotechnology,No,Yes,No,No,,
ID PHARMA CO LTD,,,Engages in pharmaceutical research and products.,,Pharmaceuticals,No,Yes,No,No,,
ID-FISH TECHNOLOGY INC,,,Specializes in fish technology and related solutions.,,Fish Technology,No,Yes,No,No,,
IDAENC CO LTD,,,Provides advanced technology and engineering solutions.,,Technology / Engineering,No,Yes,No,No,,
IDEA BIO-MEDICAL LTD,,,Specializes in biomedical technologies and solutions.,,Biomedical Technology,No,Yes,No,No,,
IDEAL IND LIGHTING LLC,,,Focuses on industrial lighting solutions.,,Industrial Lighting,No,Yes,No,No,,
IDEAL INNOVATIONS INC,,,Engages in innovative technology and solutions.,,Technology,No,Yes,No,No,,
IDERA PHARM INC,,,Specializes in pharmaceutical research and products.,,Pharmaceuticals,No,Yes,No,No,,
IDES CANADA INC,,,Focuses on technology and service solutions.,,Technology / Services,No,Yes,No,No,,
IDEXX LAB INC,,,Engages in laboratory and diagnostic solutions.,,Diagnostics,No,Yes,No,No,,
IDIBELL FUNDACIO INST INVESTIGACIO BIOME,,,Specializes in biomedical research and studies.,,Biomedical Research,No,No,Yes,No,,
IDIL BIOTECH ARASTIRMA SANAYI & TICARET,,,Focuses on biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
IDISBA FUNDACIO INST INVESTIGACI,,,Engages in scientific research and innovation.,,Research,No,No,Yes,No,,
IDORSIA PHARM LTD,,,Specializes in pharmaceutical research and development.,,Pharmaceuticals,No,Yes,No,No,,
IDRS LABS PRIVATE LTD,,,Provides laboratory and research services.,,Laboratory Services,No,Yes,No,No,,
IGM BIOSCIENCES INC,,,Focuses on biosciences and therapeutic solutions.,,Biosciences,No,Yes,No,No,,
IG NOVA GMBH,,,Specializes in innovation and technology.,,Innovation / Technology,No,Yes,No,No,,
IGRIP TECHNOLOGIES INC,,,Provides technology solutions and services.,,Technology,No,Yes,No,No,,
IGY IMMUNE TECHNOLOGIES & LIFE SCI INC,,,Focuses on immune technologies and life sciences.,,Immune Technologies / Life Sciences,No,Yes,No,No,,
IHI TRANSPORT MACHINERY CO LTD,,,Specializes in transport machinery and related technologies.,,Transport Machinery,No,Yes,No,No,,
IHP THERAPEUTICS INC,,,Focuses on therapeutics and biotechnology.,,Therapeutics / Biotechnology,No,Yes,No,No,,
II DDS PC,,,Provides dental and healthcare solutions.,,Healthcare,No,Yes,No,No,,
IIDA HOSIERY CO LTD,,,Engages in hosiery manufacturing and products.,,Hosiery,No,Yes,No,No,,
II ECC CHINA ENVIRONMENTAL SCI TECHNOLOGY,,,Specializes in environmental science and technology.,,Environmental Science / Technology,No,Yes,No,No,,
IIT MANDI,,"Mandi, India",Engages in advanced research and technological development.,,Research / Technology,No,No,Yes,No,,
IKONX INC,,,Focuses on technology solutions and services.,,Technology,No,Yes,No,No,,
IL YANG PHARM CO LTD,,,Engages in pharmaceutical research and development.,,Pharmaceuticals,No,Yes,No,No,,
IL-DONG PHARM CO LTD,,,Focuses on pharmaceutical research and products.,,Pharmaceuticals,No,Yes,No,No,,
ILC THERAPEUTICS LTD,,,Specializes in therapeutic solutions and research.,,Therapeutics,No,Yes,No,No,,
MELISA INST GENOMICS & PROTEOMICS RESY,,,Specializes in genomics and proteomics research.,,Genomics / Proteomics,No,No,Yes,No,,
MELLO BIOTECH TAIWAN CO LTD,,,Focuses on biotechnology solutions and products.,,Biotechnology,No,Yes,No,No,,
MELLO BIOTECHNOLOGY INC,,,Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
MEM SHANGHAI FIRE RES INST,,"Shanghai, China",Engages in fire research and safety solutions.,,Fire Safety / Research,No,No,Yes,No,,
MEMED DIAGNOSTICS LTD,,,Specializes in diagnostic solutions and technology.,,Diagnostics,No,Yes,No,No,,
MEMGEN INC,,,Focuses on genetic and genomic research.,,Genetics / Genomics,No,Yes,No,No,,
MEMO THERAPEUTICS AG,,,Specializes in therapeutic solutions and biotechnology.,,Therapeutics / Biotechnology,No,Yes,No,No,,
MEMORIAL HOSPITAL CANCER & ALLIED DISEAS,,,Focuses on cancer treatment and research.,,Healthcare / Cancer Treatment,No,No,No,Yes,,
MEMORIAL NETWORK CO LTD,,,Provides healthcare and related services.,,Healthcare / Services,No,Yes,No,No,,
MEMORIAL SLOAN KETTERING CANCER CENT,,,Renowned cancer treatment and research center.,,Cancer Treatment / Research,No,No,No,Yes,,
MENSCHLICH HEALTHCARE OPC PRIVATE LTD,,,Engages in healthcare solutions and services.,,Healthcare,No,Yes,No,No,,
MERATIVE US LP,,,Focuses on innovative healthcare and technology solutions.,,Healthcare / Technology,No,Yes,No,No,,
MERCEDES-BENZ TUERK AS,,,Engages in automotive manufacturing and technology.,,Automotive,No,Yes,No,No,,
MERCIA PHARMA INC,,,Specializes in pharmaceutical research and development.,,Pharmaceuticals,No,Yes,No,No,,
MERCK HEALTHCARE KGAA,,,Engages in healthcare solutions and products.,,Healthcare,No,Yes,No,No,,
MERCK PATENT GMBH,,,Focuses on patents and intellectual property.,,Intellectual Property,No,Yes,No,No,,
MERCK SHARP & DOHME,,,Specializes in pharmaceuticals and healthcare.,,Pharmaceuticals,No,Yes,No,No,,
MEREO BIOPHARMA 4 LTD,,,Engages in biopharmaceutical research and development.,,Biopharmaceuticals,No,Yes,No,No,,
MERIDIAN INNOVATION LTD HONG KONG,,Hong Kong,Focuses on innovation and technology solutions.,,Innovation / Technology,No,Yes,No,No,,
MERIEUX DIAGNOSTIC PROD SHANGHAI CO LTD,,"Shanghai, China",Specializes in diagnostic products and solutions.,,Diagnostics,No,Yes,No,No,,
MERIT GROUP SERVICES LTD,,,Provides various group services and solutions.,,Services,No,Yes,No,No,,
MERZ PHARMA GMBH & CO KGAA,,,Engages in pharmaceutical and healthcare products.,,Pharmaceuticals,No,Yes,No,No,,
MESA PHOTONICS LLC,,,Specializes in photonics and optical solutions.,,Photonics / Optical,No,Yes,No,No,,
MESO SCALE TECHNOLOGIES LLC,,,Provides technology solutions for biomedical research.,,Biomedical Research,No,Yes,No,No,,
MESOBLAST INT SARL,,,Engages in cell therapy and regenerative medicine.,,Cell Therapy / Regenerative Medicine,No,Yes,No,No,,
METABOLOGENOMICS INC,,,Focuses on metabolomics and genomics research.,,Metabolomics / Genomics,No,Yes,No,No,,
METABOLOMYCS INC,,,Engages in metabolomics and systems biology research.,,Metabolomics / Systems Biology,No,Yes,No,No,,
METACLIPSE THERAPEUTICS CORP,,,Specializes in therapeutic solutions and drug development.,,Therapeutics / Drug Development,No,Yes,No,No,,
METAGEN THERAPEUTICS INC,,,Focuses on therapeutic and biotechnological advancements.,,Therapeutics / Biotechnology,No,Yes,No,No,,
METAQOR LLC,,,Engages in data analysis and technological solutions.,,Data Analysis / Technology,No,Yes,No,No,,
METHODIST HOSPITAL SYSTEM,,,Provides healthcare and hospital services.,,Healthcare / Hospital Services,No,No,No,Yes,,
METREX RES LLC,,,Specializes in materials and engineering research.,,Materials / Engineering,No,Yes,No,No,,
METRIOPHARM AG,,,Focuses on pharmaceutical research and development.,,Pharmaceuticals,No,Yes,No,No,,
METRO INT BIOTECH LLC,,,Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
METSAKUUR INC,,,Focuses on advanced technology solutions.,,Technology,No,Yes,No,No,,
METTLER PACKAGING LLC,,,Specializes in packaging solutions and services.,,Packaging,No,Yes,No,No,,
MEXICHEM FLUOR SA DE CV,,,Engages in chemical and fluorine-based products.,,Chemicals / Fluorine Products,No,Yes,No,No,,
MEXICHEM UK LTD,,,Focuses on chemical and industrial products.,,Chemicals / Industrial Products,No,Yes,No,No,,
